slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
a18-il,A18 (original),500000,0.5826,5.745,1.3976,9.50,0.00590,-0.1179,0.005780,-0.2500,0.000389,7.34,5.04
a18sm-il,A18 (smoothed),500000,0.4843,6.018,1.4323,11.00,0.00649,-0.1224,0.005620,0.2500,0.000293,7.28,3.84
a63a108c-il,NASA/AMES 63A108 MOD C AIRFOIL,500000,0.0083,6.338,1.2015,12.00,0.00563,0.0027,0.005470,0.5000,0.000239,7.74,0.55
ag03-il,AG03 (flat aft bottom),500000,0.1922,6.294,1.2897,11.25,0.00486,-0.0369,0.004660,-0.7500,0.000180,6.24,2.02
ag04-il,AG04,500000,0.1772,6.288,1.1850,10.50,0.00476,-0.0379,0.004590,-0.5000,0.000289,6.42,1.75
ag08-il,AG08,500000,0.1806,6.281,1.1148,9.50,0.00458,-0.0421,0.004560,-0.2500,0.000398,5.83,1.80
ag09-il,AG09,500000,0.1871,6.045,1.0815,9.00,0.00454,-0.0349,0.004540,0.2500,0.000297,4.86,1.86
ag10-il,AG10,500000,0.1559,6.272,1.1252,9.75,0.00453,-0.0291,0.004530,0.0000,0.000318,4.73,1.71
ag11-il,AG11,500000,0.2117,6.319,1.4697,13.25,0.00492,-0.0362,0.004920,0.0000,0.000171,5.81,2.29
ag12-il,AG12,500000,0.2279,6.077,1.1927,10.25,0.00481,-0.0467,0.004810,0.2500,0.000366,6.24,1.85
ag13-il,AG13,500000,0.2206,6.297,1.2109,10.25,0.00454,-0.0504,0.004440,-0.5000,0.000284,5.83,1.97
ag14-il,AG14,500000,0.2304,6.287,1.2100,10.00,0.00446,-0.0522,0.004420,-0.2500,0.000363,5.37,2.10
ag16-il,AG16,500000,0.2236,6.301,1.2111,10.25,0.00485,-0.0514,0.004850,0.0000,0.000350,7.11,1.87
ag17-il,AG17,500000,0.2339,6.299,1.2290,10.25,0.00474,-0.0533,0.004630,-0.2500,0.000317,6.49,2.02
ag18-il,AG18,500000,0.2438,6.295,1.2109,9.75,0.00464,-0.0550,0.004490,-0.5000,0.000338,5.87,2.16
ag19-il,AG19,500000,0.2511,6.289,1.2092,10.00,0.00458,-0.0563,0.004460,-0.5000,0.000366,5.40,2.27
ag24-il,AG24 Bubble Dancer DLG by Mark Drela,500000,0.2929,6.159,1.3020,11.00,0.00539,-0.0626,0.005280,0.2500,0.000256,8.41,2.22
ag25-il,AG25 Bubble Dancer DLG by Mark Drela,500000,0.3032,6.193,1.3152,11.00,0.00506,-0.0659,0.004980,-0.2500,0.000243,7.58,2.40
ag26-il,AG26 Bubble Dancer DLG by Mark Drela,500000,0.3019,6.246,1.3351,11.00,0.00500,-0.0657,0.004880,-0.5000,0.000222,6.84,2.55
ag27-il,AG27 Bubble Dancer DLG by Mark Drela,500000,0.3004,6.282,1.3413,11.00,0.00489,-0.0657,0.004720,-0.5000,0.000226,6.11,2.70
ag35-il,AG35,500000,0.4194,6.076,1.3465,11.50,0.00668,-0.0460,0.005470,-2.2500,0.000165,8.72,4.37
ag36-il,AG36,500000,0.3964,6.026,1.2990,10.25,0.00646,-0.0449,0.005290,-2.2500,0.000199,8.18,4.09
ag37-il,AG37,500000,0.3750,6.094,1.3575,10.75,0.00632,-0.0445,0.005010,-2.0000,0.000172,7.74,3.88
ag38-il,AG38,500000,0.3353,6.237,1.3410,11.00,0.00573,-0.0454,0.005010,-1.0000,0.000227,7.04,3.53
ag44ct02r-il,AG44ct -02f,500000,0.1934,6.296,1.2926,11.50,0.00558,-0.0358,0.005290,-0.7500,0.000166,7.29,1.94
ag455ct02r-il,AG455ct -02f rot.,500000,0.1749,6.311,1.2670,11.00,0.00546,-0.0301,0.005090,-0.7500,0.000188,6.47,1.83
ag45c03-il,AG45c -03f,500000,0.0845,6.344,1.2977,12.00,0.00601,-0.0284,0.005670,0.2500,0.000151,6.93,2.58
ag45ct02r-il,AG45ct -02f,500000,0.1755,6.294,1.2679,11.25,0.00555,-0.0305,0.005250,-0.7500,0.000174,6.90,1.85
ag46c03-il,AG46c -03f,500000,0.0589,6.279,1.2120,12.00,0.00533,-0.0241,0.005210,0.2500,0.000190,6.03,2.28
ag46ct02r-il,AG46ct  -02f rot.,500000,0.1604,6.299,1.2259,10.75,0.00528,-0.0285,0.004680,-0.7500,0.000228,6.08,1.69
ag47c03-il,AG47c -03f,500000,0.0214,6.278,1.1198,11.25,0.00441,-0.0201,0.004410,0.0000,0.000338,5.06,1.96
ag47ct02r-il,AG47ct  -02f rot.,500000,0.1236,6.237,1.0876,9.75,0.00444,-0.0240,0.004280,-0.7500,0.000284,4.99,1.30
ah21-7-il,AH21 7% version (Andrew Hollom),500000,0.2871,6.180,1.3246,12.50,0.00705,-0.0758,0.005930,2.0000,0.000271,8.98,2.26
ah21-9-il,AH21 9% version (Andrew Hollom),500000,0.2151,6.358,1.0994,9.00,0.00679,-0.0649,0.005270,2.0000,0.000677,7.00,1.76
ah63k127-il,AH 63-K-127/24,500000,0.4329,5.803,1.2639,14.25,0.01086,-0.0933,0.008150,5.5000,0.000178,12.71,3.77
ah6407-il,AH-6-40-7 AIRFOIL,500000,0.6399,6.035,1.5611,12.25,0.00778,-0.1429,0.006320,0.7500,0.000283,6.85,5.53
ah7476-il,AH-7-47-6 AIRFOIL,500000,0.7881,6.176,1.6596,12.00,0.00915,-0.1967,0.007480,2.5000,0.000456,5.90,6.20
ah79100a-il,AH 79-100 A AIRFOIL,500000,0.4794,5.919,1.4359,13.00,0.00704,-0.1159,0.006840,2.7500,0.000290,10.00,3.65
ah79100b-il,AH 79-100 B AIRFOIL,500000,0.8912,5.883,1.6704,13.25,0.00813,-0.2139,0.007980,2.0000,0.000328,10.04,6.42
ah79100c-il,AH 79-100 C AIRFOIL,500000,0.8809,5.302,1.6089,17.00,0.00784,-0.2172,0.007290,0.5000,0.000240,9.94,6.70
ah79k132-il,AH 79-K-132/20,500000,0.3637,5.977,1.2043,15.75,0.01020,-0.0672,0.008350,4.7500,0.000221,13.20,3.68
ah79k135-il,AH 79-K-135/20 B,500000,0.3013,5.717,1.2081,14.75,0.01020,-0.0563,0.008180,5.0000,0.000195,13.49,3.05
ah79k143-il,AH 79-K-143/18,500000,0.2741,5.375,1.1762,15.50,0.01260,-0.0490,0.009470,5.5000,0.000140,14.27,2.87
ah80129-il,AH 80-129,500000,0.4142,6.050,1.2130,12.00,0.00825,-0.0763,0.007780,-1.2500,0.000157,12.86,4.06
ah80136-il,AH 80-136,500000,0.1453,6.755,1.2342,15.00,0.00847,0.0082,0.008400,-0.2500,0.000140,13.55,3.40
ah80140-il,AH 80-140,500000,0.3593,6.602,1.5012,11.25,0.00935,-0.0413,0.009200,0.5000,0.000062,13.96,4.36
ah81131-il,AH 81-131,500000,0.2028,6.862,1.1121,14.25,0.01056,-0.0207,0.008230,5.2500,0.000204,13.05,2.82
ah81k144-il,AH 81-K-144/17,500000,0.4011,6.370,1.3289,17.25,0.01092,-0.0774,0.009190,6.5000,0.000087,14.46,4.24
ah81k144wfklappe-il,AH 81-K-144 W-F KLAPPE,500000,0.1044,5.569,1.5577,15.00,0.01796,-0.0139,0.017070,2.0000,0.000050,22.02,1.07
ah82150a-il,AH 82-150 A,500000,0.4421,5.863,1.2852,15.25,0.01032,-0.0969,0.008440,-2.7500,0.000120,15.00,3.28
ah82150f-il,AH 82-150 F,500000,0.3517,5.097,1.0391,12.25,0.01441,-0.0735,0.009840,6.2500,0.000120,15.00,3.64
ah83150q-il,AH 83-150 Q,500000,0.3871,6.156,1.4185,18.00,0.01110,-0.0550,0.009200,-1.0000,0.000074,15.00,4.13
ah83159-il,AH 83-159,500000,0.4129,6.068,1.2444,16.25,0.01184,-0.0767,0.008900,-2.5000,0.000076,15.94,3.84
ah85l120-il,AH 85-L-120/17,500000,-0.0124,5.083,0.7217,8.75,0.00950,0.0000,0.007900,-3.5000,0.000078,12.11,0.00
ah88k130-il,AH 88-K-130/20,500000,0.5116,5.258,1.2964,13.00,0.01021,-0.1183,0.008530,4.7500,0.000251,13.00,3.94
ah88k136-il,AH 88-K-136/16,500000,0.3284,7.004,1.1331,15.50,0.01450,-0.0604,0.009290,5.2500,0.000224,13.54,3.09
ah93156-il,AH 93-156,500000,0.3758,5.483,1.2363,16.00,0.01093,-0.0660,0.009040,-2.2500,0.000061,15.66,3.74
ah93157-il,AH 93-157,500000,0.3796,5.391,1.2401,15.75,0.01047,-0.0662,0.008590,-2.2500,0.000060,15.68,3.72
ah93k130-il,AH 93-K-130/15,500000,0.3064,6.908,1.2398,16.00,0.01181,-0.0535,0.008520,5.2500,0.000205,13.05,3.58
ah93k131-il,AH 93-K-131/15,500000,0.2905,7.001,1.2278,16.00,0.01026,-0.0446,0.008600,5.2500,0.000171,13.10,3.61
ah93k132-il,AH 93-K-132/15,500000,0.3070,6.835,1.2324,15.75,0.01319,-0.0496,0.008550,5.2500,0.000206,13.23,3.52
ah93w145-il,AH 93-W-145,500000,0.4377,6.389,1.4428,11.25,0.00890,-0.0901,0.008730,-1.0000,0.000089,14.48,3.88
ah93w174-il,AH 93-W-174,500000,0.4282,6.309,1.5503,11.25,0.00984,-0.0881,0.009670,-1.2500,0.000036,17.43,3.93
ah93w215-il,AH 93-W-215,500000,0.3253,5.343,1.4045,15.50,0.01047,-0.0669,0.010400,-1.2500,0.000038,21.22,3.05
ah93w257-il,AH 93-W-257,500000,0.3440,7.100,1.5851,11.50,0.01292,-0.0993,0.012390,-3.2500,0.000030,25.67,1.79
ah93w300-il,AH 93-W-300,500000,0.3509,6.374,1.4519,16.50,0.01343,-0.0778,0.012990,-3.2500,0.000075,29.98,1.14
ah93w480b-il,AH 93-W-480B,500000,-0.3970,8.646,1.8442,15.25,0.05212,0.1604,0.051320,2.7500,0.000246,47.84,3.36
ah94145-il,AH 94-145,500000,0.6447,6.492,1.6166,9.00,0.00964,-0.1349,0.009570,-0.5000,0.000125,14.57,5.50
ah94156-il,AH 94-156,500000,0.3520,5.679,1.2422,15.75,0.01112,-0.0626,0.008750,-2.2500,0.000062,15.60,3.69
ah94w301-il,AH 94-W-301,500000,0.2408,7.101,1.5980,14.25,0.01397,-0.0869,0.013920,-2.0000,0.000031,30.10,1.38
ah95160-il,AH 95-160,500000,0.6306,6.500,1.6413,9.75,0.01015,-0.1298,0.010140,-0.2500,0.000102,16.00,5.50
ames01-il,NASA/AMES A-01 AIRFOIL,500000,0.0913,6.498,1.3616,13.75,0.00625,0.0027,0.006150,-0.2500,0.000110,10.27,1.41
ames02-il,NASA/AMES A-02 AIRFOIL,500000,0.0090,6.339,1.1659,11.50,0.00564,0.0027,0.005460,0.5000,0.000250,7.74,0.55
ames03-il,NASA/AMES A-03 AIRFOIL,500000,0.0475,6.667,1.3477,13.25,0.00715,0.0093,0.006340,1.7500,0.000195,10.00,1.21
amsoil1-il,RUTAN CANARD AIRFOIL,500000,0.2271,6.098,1.4505,15.75,0.00718,-0.0503,0.006950,2.5000,0.000250,11.62,2.08
amsoil2-il,RUTAN WING AIRFOIL,500000,0.1244,6.043,1.3760,14.75,0.00709,-0.0317,0.007050,0.5000,0.000170,11.76,0.97
apex16-il,Apex 16 (normalized using XFOIL date021206),500000,0.4029,5.175,1.2439,14.50,0.00735,-0.0952,0.007270,1.0000,0.000199,12.92,2.66
aquilasm-il,AQUILA 9.3% smoothed,500000,0.3996,6.070,1.4100,12.75,0.00922,-0.0646,0.006670,0.7500,0.000142,9.38,4.05
arad10-il,ARA-D 10% AIRFOIL,500000,0.4420,6.310,1.7681,15.75,0.00955,-0.0819,0.007440,0.7500,0.000145,10.00,3.99
arad13-il,ARA-D 13% AIRFOIL,500000,0.3493,6.574,1.7454,16.00,0.01005,-0.0516,0.008430,0.7500,0.000130,13.00,3.61
arad20-il,ARA-D 20% AIRFOIL,500000,0.3455,6.849,1.7525,15.25,0.01178,-0.0352,0.011680,-0.5000,0.000069,20.00,3.75
arad6-il,ARA-D 6% AIRFOIL,500000,0.6073,6.037,1.6557,12.50,0.00830,-0.1379,0.006460,0.7500,0.000206,6.02,5.01
as5045-il,AS5045 (15%),500000,0.2353,6.513,1.4338,14.50,0.01092,-0.0509,0.009080,-3.7500,0.000059,15.00,1.02
as5046-il,AS5046 (16%),500000,0.2474,6.393,1.4189,14.50,0.01083,-0.0523,0.009280,-4.0000,0.000050,16.00,1.08
as5048-il,AS5048 (18%),500000,0.2669,6.121,1.3461,16.75,0.01152,-0.0570,0.010190,4.7500,0.000110,17.98,1.20
atr72sm-il,Smoothed ATR airfoil coordinates obtained  using AFSMO (Harry Morgan's NASA smoothing program),500000,0.2308,6.631,1.5934,17.25,0.00876,-0.0168,0.008730,-0.2500,0.000075,14.53,2.87
august160-il,AUGUST 160,500000,0.4226,6.762,1.7600,15.75,0.01054,-0.0267,0.009850,0.2500,0.000089,16.04,5.39
avistar-il,AVISTAR,500000,0.2090,6.241,1.3166,14.00,0.00861,-0.0339,0.007280,1.0000,0.000254,14.52,2.19
b29root-il,B-29 ROOT AIRFOIL,500000,0.0906,5.951,1.3080,11.00,0.00970,-0.0030,0.009600,0.7500,0.000077,21.98,1.74
b29tip-il,B-29 TIP AIRFOIL,500000,0.1554,6.407,1.0967,11.25,0.00705,-0.0174,0.006510,-0.5000,0.000193,9.00,2.23
b540ols-il,BELL 540 AIRFOIL (MODIFIED NACA 0012),500000,-0.0006,6.460,1.2788,13.00,0.00753,0.0000,0.006900,-1.2500,0.000115,9.71,0.00
b707a-il,BOEING 707 .08 SPAN AIRFOIL,500000,-0.0471,6.309,1.1551,12.75,0.01047,0.0111,0.010110,-1.7500,0.000063,11.43,1.30
b707b-il,BOEING 707 .19 SPAN AIRFOIL,500000,-0.0544,6.337,1.0997,13.25,0.00771,0.0317,0.007710,0.0000,0.000116,12.14,0.74
b707c-il,BOEING 707 .40 SPAN AIRFOIL,500000,0.1995,5.815,1.1417,10.50,0.01180,-0.0285,0.010150,2.0000,0.000323,9.58,1.90
b707d-il,BOEING 707 .54 SPAN AIRFOIL,500000,0.2473,5.638,1.0620,9.25,0.00689,-0.0402,0.005880,0.5000,0.000320,8.97,2.00
b707e-il,BOEING 707 .99 SPAN AIRFOIL,500000,0.2324,5.674,1.0817,9.75,0.00900,-0.0441,0.006080,1.2500,0.000304,9.01,1.78
b737a-il,BOEING 737 ROOT AIRFOIL,500000,0.1321,6.248,1.4958,14.50,0.01167,-0.0017,0.010180,-2.5000,0.000049,15.37,1.92
b737b-il,BOEING 737 MIDSPAN AIRFOIL,500000,0.1348,6.359,1.4351,15.00,0.00738,-0.0078,0.007340,-2.7500,0.000063,12.55,1.55
b737c-il,BOEING 737 MIDSPAN AIRFOIL,500000,0.1531,6.116,1.1631,11.25,0.00722,-0.0176,0.006730,0.7500,0.000202,10.00,1.45
b737d-il,BOEING 737 OUTBOARD AIRFOIL,500000,0.1595,6.116,1.2039,12.00,0.00673,-0.0213,0.006570,2.2500,0.000275,10.80,1.57
bacj-il,BOEING AIRFOIL J (no closed TE),500000,0.0471,5.998,0.9158,8.75,0.01005,-0.0382,0.007140,2.0000,0.000560,10.07,1.73
bacnlf-il,BOEING HSNLF AIRFOIL,500000,0.1810,5.920,0.8753,9.00,0.00893,-0.0668,0.006660,2.5000,0.000948,10.08,1.40
bacxxx-il,BOEING BACXXX AIRFOIL,500000,0.1964,6.143,1.3100,12.75,0.00654,-0.0419,0.006070,1.2500,0.000167,11.31,1.40
bambino6-il,Bambino 6,500000,0.1756,4.873,1.5295,14.25,0.01039,-0.0334,0.010120,-1.5000,0.000117,12.00,6.00
be50-il,BE50 (original),500000,0.5504,5.954,1.4489,11.00,0.00598,-0.1037,0.005980,0.0000,0.000312,7.27,4.81
be50sm-il,BE50 (smoothed),500000,0.4854,6.108,1.4785,12.00,0.00600,-0.1091,0.005510,0.2500,0.000224,7.32,3.96
boe103-il,BOEING 103 AIRFOIL,500000,0.4199,5.849,1.5531,15.25,0.00682,-0.0753,0.006820,0.0000,0.000127,12.72,3.60
boe106-il,BOEING 106 AIRFOIL,500000,0.3533,6.264,1.4652,14.75,0.00686,-0.0576,0.006770,-0.2500,0.000107,13.06,3.34
bqm34-il,RYAN BQM-34 FIREBEE WING AIRFOIL,500000,0.0001,6.466,1.0707,11.50,0.00594,0.0000,0.005940,-0.5000,0.000173,9.90,0.00
bw3-il,Bergey BW-3  (smoothed),500000,0.5449,6.208,1.6273,11.50,0.01137,-0.1355,0.009750,-2.2500,0.000169,5.02,5.79
c141a-il,LOCKHEED C-141 BL0 AIRFOIL,500000,0.1485,6.146,1.2596,15.50,0.00784,-0.0394,0.006810,2.0000,0.000210,12.99,1.09
c141b-il,LOCKHEED C-141 BL113.6 AIRFOIL,500000,0.1578,6.160,1.2547,14.75,0.00760,-0.0405,0.006800,1.5000,0.000193,12.64,1.12
c141c-il,LOCKHEED C-141 BL426.57 AIRFOIL,500000,0.1931,6.060,1.2385,12.75,0.00683,-0.0435,0.006710,1.2500,0.000208,10.99,1.32
c141d-il,LOCKHEED C-141 BL610.61 AIRFOIL,500000,0.2263,5.973,1.3288,14.50,0.00673,-0.0507,0.006550,0.7500,0.000171,10.77,1.54
c141e-il,LOCKHEED C-141 BL761.11 AIRFOIL,500000,0.2626,5.849,1.3465,14.25,0.00649,-0.0575,0.006390,0.5000,0.000179,10.51,1.80
c141f-il,LOCKHEED C-141 BL958.89 AIRFOIL,500000,0.3194,5.825,1.4688,15.00,0.00875,-0.0770,0.006020,0.7500,0.000167,10.00,2.32
c5a-il,LOCKHEED C-5A BL0 AIRFOIL,500000,0.0865,5.967,1.2653,14.50,0.00765,-0.0404,0.006850,1.5000,0.000206,13.12,0.73
c5b-il,LOCKHEED C-5A BL488.2 AIRFOIL,500000,0.1688,6.031,1.3323,14.25,0.00750,-0.0561,0.006410,2.0000,0.000230,11.55,1.22
c5c-il,LOCKHEED C-5A BL576 AIRFOIL,500000,0.1943,6.022,1.3604,15.00,0.00758,-0.0590,0.006400,2.0000,0.000238,11.10,1.40
c5d-il,LOCKHEED C-5A BL758.6 AIRFOIL,500000,0.2017,5.927,1.3586,15.25,0.00698,-0.0594,0.006260,1.5000,0.000214,11.05,1.35
c5e-il,LOCKHEED C-5A BL1256 AIRFOIL,500000,0.1902,5.936,1.3967,14.75,0.00687,-0.0443,0.006800,0.5000,0.000179,10.78,1.43
cap21c-il,CAP 21   (TraCFoil),500000,0.0902,6.381,1.6111,16.00,0.01314,-0.0170,0.012270,5.0000,0.000052,15.57,0.62
cast102-il,CAST 10-2/DOA 2 AIRFOIL,500000,0.2731,5.663,1.3023,13.50,0.00837,-0.0669,0.007270,3.0000,0.000274,12.18,1.54
ch10sm-il,CH10 (smoothed),500000,1.2117,5.870,2.0503,11.00,0.01152,-0.2804,0.010930,2.0000,0.000205,12.84,10.20
chen-il,CHEN AIRFOIL,500000,0.3417,2.630,1.3006,17.50,0.04588,-0.0233,0.036760,1.0000,0.000599,12.47,7.77
clarkk-il,CLARK K AIRFOIL,500000,0.3912,5.966,1.3955,16.50,0.00967,-0.0843,0.007350,2.7500,0.000247,11.70,3.26
clarkv-il,CLARK V AIRFOIL,500000,0.4350,5.773,1.3846,14.75,0.00634,-0.0976,0.006300,-0.2500,0.000136,11.64,3.43
clarkw-il,CLARK W AIRFOIL,500000,0.4039,6.009,1.4317,15.00,0.00799,-0.0838,0.006600,1.0000,0.000157,11.22,3.76
clarkx-il,CLARK X AIRFOIL,500000,0.3820,6.040,1.3676,15.25,0.00650,-0.0795,0.006480,0.2500,0.000157,11.70,3.30
clarky-il,CLARK Y AIRFOIL,500000,0.3983,6.019,1.4329,13.50,0.00652,-0.0794,0.006520,0.0000,0.000123,11.71,3.43
clarkyh-il,CLARK YH AIRFOIL,500000,0.3074,6.537,1.2623,14.25,0.00726,-0.0125,0.007240,0.2500,0.000179,11.90,5.95
clarkys-il,CLARK YS AIRFOIL,500000,0.1412,7.331,1.2580,11.50,0.00760,0.0269,0.007180,-0.2500,0.000117,11.70,2.35
clarkysm-il,CLARK-Y 11.7% smoothed,500000,0.4298,5.855,1.4404,16.00,0.00653,-0.0869,0.006430,-0.2500,0.000113,11.72,3.55
clarkz-il,CLARK Z AIRFOIL,500000,0.4478,5.995,1.6026,15.00,0.00796,-0.0879,0.006810,0.5000,0.000132,11.75,4.06
clarym15-il,CLARK YM-15 AIRFOIL,500000,0.4055,5.972,1.5536,16.50,0.00746,-0.0770,0.007380,0.2500,0.000106,15.00,3.56
clarym18-il,CLARK YM-18 AIRFOIL,500000,0.3890,5.735,1.5159,15.75,0.00847,-0.0746,0.008310,0.5000,0.000114,17.99,3.56
coanda1-il,Coanda 1,500000,0.2309,6.628,1.1203,9.00,0.00956,-0.0443,0.009130,0.7500,0.000536,5.65,4.17
coanda2-il,Coanda 2,500000,0.2937,6.466,1.1511,9.00,0.00923,-0.0518,0.009100,0.2500,0.000548,6.00,4.30
coanda3-il,Coanda 3,500000,0.3506,5.980,1.0975,9.00,0.00798,-0.0590,0.006370,1.0000,0.000552,7.00,4.20
cootie-il,WACO COOTIE AIRFOIL,500000,0.6012,5.993,1.4891,13.50,0.00903,-0.1089,0.007880,2.2500,0.000368,8.46,6.28
cp-060-050-gn,Cambered plate C=6% T=5% R=2.11,500000,0.1443,4.449,1.2015,14.25,0.03558,-0.0967,0.020230,5.7500,0.000476,10.80,4.19
cp-080-050-gn,Cambered plate C=8% T=5% R=1.6,500000,0.3873,3.864,1.3652,11.75,0.03089,-0.1516,0.022160,5.0000,0.000460,8.36,3.99
cp-100-050-gn,Cambered plate C=10% T=5% R=1.3,500000,0.5953,3.370,1.5624,10.25,0.02955,-0.2019,0.024510,4.2500,0.000422,6.95,6.74
cp-120-050-gn,Cambered plate C=12% T=5% R=1.1,500000,0.7742,3.201,1.7749,15.25,0.03051,-0.2381,0.022860,2.0000,0.000362,6.08,9.24
cp-140-050-gn,Cambered plate C=14% T=5% R=0.96,500000,0.9000,3.532,1.6693,15.25,0.03302,-0.2532,0.022400,2.7500,0.000663,5.50,11.59
cp-160-050-gn,Cambered plate C=16% T=5% R=0.86,500000,0.9399,4.240,1.6915,13.25,0.03662,-0.2552,0.024140,3.2500,0.000909,5.12,13.84
cp-180-050-gn,Cambered plate C=18% T=5% R=0.78,500000,0.9834,5.116,1.5994,12.00,0.04453,-0.2383,0.027330,3.2500,0.001182,4.88,16.03
cr001sm-il,cr001sm,500000,0.5050,5.834,1.4215,11.75,0.00537,-0.1199,0.005370,0.0000,0.000194,7.33,4.06
cr1-il,CURTISS CR-1 AIRFOIL,500000,0.4823,5.931,1.4904,13.25,0.00958,-0.0953,0.007900,2.5000,0.000172,12.21,4.71
curtisc72-il,Curtis C-72,500000,0.6667,5.785,1.5155,11.25,0.00709,-0.0982,0.006750,-0.7500,0.000185,11.73,5.87
dae11-il,DAE-11 AIRFOIL,500000,0.6553,6.407,1.6338,11.00,0.01023,-0.1282,0.008930,0.7500,0.000111,12.83,6.62
dae21-il,DAE-21 AIRFOIL,500000,0.6689,6.335,1.6513,15.50,0.01032,-0.1337,0.008050,1.0000,0.000148,11.78,6.57
dae31-il,DAE-31 AIRFOIL,500000,0.7312,6.002,1.7200,16.25,0.00977,-0.1561,0.007620,1.2500,0.000179,11.06,6.75
dae51-il,DAE-51 AIRFOIL,500000,0.4705,6.185,1.4802,13.75,0.00610,-0.1020,0.006100,0.0000,0.000176,9.38,4.03
davis-corrected-il,DAVIS BASIC B-24 WING AIRFOIL,500000,0.1740,7.038,1.2975,10.75,0.00822,-0.0115,0.008200,0.2500,0.000074,15.90,2.48
davis-il,Davis AIRFOIL,500000,0.4268,5.697,1.2558,14.50,0.00643,-0.0892,0.006430,0.0000,0.000174,11.25,3.69
davissm-il,davissm,500000,0.6937,5.764,1.5546,11.50,0.00960,-0.1645,0.007120,1.2500,0.000380,5.87,5.91
daytonwright6-il,Dayton-Wright 6,500000,0.6522,5.669,1.4515,10.00,0.00955,-0.1074,0.008740,-0.7500,0.000130,13.60,7.17
daytonwrightt1-il,Dayton-Wright T-1,500000,0.6681,5.355,1.5319,11.75,0.00806,-0.0950,0.007620,-0.5000,0.000145,13.37,7.06
dbln526-il,SIKORSKY DBLN-526 AIRFOIL,500000,0.3553,6.728,1.3191,10.75,0.01568,-0.0854,0.014700,-0.7500,0.000189,25.99,3.99
defcnd1-il,DEFIANT CANARD BL20 AIRFOIL,500000,0.3954,6.646,1.5612,17.50,0.01108,-0.0611,0.010540,3.2500,0.000106,20.92,4.46
defcnd2-il,DEFIANT CANARD BL110 AIRFOIL,500000,0.3592,6.311,1.4026,12.00,0.00792,-0.0482,0.007770,-1.2500,0.000063,14.73,3.81
defcnd3-il,DEFIANT CANARD BL145 AIRFOIL,500000,0.2831,6.234,1.4014,16.00,0.00681,-0.0366,0.006810,0.0000,0.000115,11.48,2.38
df101-il,DF 101 AIRFOIL,500000,0.2725,6.101,1.2789,12.50,0.00601,-0.0487,0.006010,0.0000,0.000126,11.00,2.31
df102-il,DF102,500000,0.2720,5.984,1.4138,13.00,0.00604,-0.0467,0.006040,0.0000,0.000118,11.00,2.31
dfvlrr4-il,DFVLR R-4 AIRFOIL,500000,0.4176,5.819,1.6285,15.25,0.00836,-0.1130,0.008170,-3.7500,0.000083,13.38,2.10
dga1138-il,D.G.A. 1138,500000,0.3521,5.793,1.1618,9.75,0.00580,-0.0645,0.005800,0.0000,0.000506,6.90,4.05
dga1182-il,D.G.A. 1182,500000,0.0093,6.228,0.9720,9.25,0.01328,0.0011,0.011180,-1.0000,0.000312,7.60,0.95
dh4009sm-il,dh4009sm,500000,0.0229,5.809,0.7387,8.50,0.00580,-0.0131,0.005770,-0.5000,0.000632,8.95,0.20
doa5-il,DORNIER A-5 AIRFOIL,500000,0.3802,4.644,1.3842,17.75,0.00839,-0.1043,0.007990,-2.5000,0.000084,16.21,2.54
dormoy-il,Dormoy,500000,0.4366,5.442,1.0745,8.00,0.00823,-0.0613,0.006160,-1.5000,0.000455,9.00,4.53
drgnfly-il,DRAGONFLY CANARD,500000,0.6056,6.662,1.6534,11.50,0.01218,-0.0905,0.011960,0.5000,0.000083,19.34,6.56
dsma523a-il,DSMA-523A AIRFOIL,500000,0.2395,7.093,1.4024,11.75,0.00965,-0.1001,0.009500,0.2500,0.000282,11.00,2.30
dsma523b-il,DSMA-523B AIRFOIL,500000,0.3999,7.088,1.4710,10.50,0.01232,-0.1317,0.009900,-0.2500,0.000319,11.00,2.04
du06-w-200-dt,DU 06-W-200  VAWT airfoil,500000,0.0932,6.744,1.4638,15.75,0.01070,-0.0151,0.009010,-3.2500,0.000049,19.78,0.63
du84132v-il,DELFT DU84-132V3 AIRFOIL (MEASURED),500000,0.4545,5.489,1.4626,16.75,0.00791,-0.1052,0.007090,-1.2500,0.000103,13.63,3.05
du8608418-il,DU86-084/18 8.44%,500000,0.1224,6.209,1.0263,10.25,0.00834,-0.0101,0.006720,3.0000,0.000499,8.45,1.12
du861372-il,DU 86-137/25 AIRFOIL,500000,0.0149,5.766,1.0836,14.50,0.01261,-0.0031,0.012610,0.0000,0.000100,13.63,0.29
e1098-il,EPPLER 1098 AIRFOIL,500000,0.5118,6.470,1.4192,8.75,0.01197,-0.1187,0.010660,-4.0000,0.000048,18.94,3.73
e1200-il,EPPLER 1200 AIRFOIL,500000,0.5034,5.686,1.5542,18.25,0.01009,-0.1113,0.009050,-3.2500,0.000068,16.94,3.45
e1210-il,EPPLER 1210 AIRFOIL,500000,0.5269,6.144,1.8001,17.00,0.01122,-0.0899,0.010110,2.5000,0.000124,15.85,5.20
e1211-il,EPPLER 1211 AIRFOIL,500000,0.4921,6.111,1.7594,17.75,0.01151,-0.0928,0.011450,-1.2500,0.000048,18.02,4.44
