slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
fx61184-il,FX 61-184 AIRFOIL,500000,0.5290,6.339,1.4645,17.00,0.01078,-0.1199,0.010240,-4.0000,0.000052,18.37,3.09
fx62k131-il,WORTMANN FX 62-K-131 AIRFOIL,500000,0.7004,5.645,1.4303,12.50,0.00927,-0.1710,0.007950,-3.0000,0.000152,13.09,3.89
fx62k153-il,FX 62-K-153/20 AIRFOIL,500000,0.7192,5.852,1.5289,14.50,0.01067,-0.1741,0.008940,-3.7500,0.000103,15.27,4.08
fx63100-il,FX 63-100 AIRFOIL,500000,0.6436,5.918,1.6516,14.50,0.00717,-0.1521,0.006950,-1.5000,0.000141,9.93,4.34
fx63110-il,FX 63-110 AIRFOIL,500000,0.6493,6.014,1.6599,15.00,0.00753,-0.1524,0.007290,-1.2500,0.000132,11.00,4.34
fx63120-il,FX 63-120 AIRFOIL,500000,0.7758,6.048,1.7522,14.00,0.00810,-0.1805,0.007910,-2.5000,0.000099,12.01,5.24
fx63137-il,WORTMANN FX 63-137 AIRFOIL,500000,0.8989,5.874,1.8189,15.25,0.00889,-0.2073,0.008560,-1.5000,0.000149,13.71,5.97
fx63137sm-il,FX 63-137 13.7% smoothed,500000,0.9106,5.994,1.8412,17.00,0.00902,-0.2095,0.008470,-2.7500,0.000100,13.67,5.95
fx63143-il,FX 63-143 AIRFOIL,500000,0.3153,5.367,1.2487,14.25,0.01073,-0.0529,0.009510,3.2500,0.000199,14.32,3.09
fx63145-il,FX 63-145 AIRFOIL,500000,0.5772,6.255,1.5420,11.75,0.01315,-0.1205,0.012950,-1.2500,0.000100,14.47,4.04
fx63147-il,FX 63-147 AIRFOIL,500000,0.4704,5.721,1.4142,13.25,0.00941,-0.1018,0.007790,-1.5000,0.000126,14.75,3.13
fx63158-il,FX 63-158 AIRFOIL,500000,0.5974,6.019,1.5450,15.25,0.00970,-0.1347,0.009170,-1.0000,0.000152,15.81,3.77
fx6617a2-il,FX 66-17AII-182 AIRFOIL,500000,0.4188,6.284,1.4204,10.25,0.01121,-0.0830,0.009860,-3.5000,0.000050,18.20,3.80
fx6617ai-il,WORTMANN FX 66-17AII-182 AIRFOIL (AS TESTED AT NASA),500000,0.4194,6.574,1.5114,10.25,0.01131,-0.0866,0.010170,-3.5000,0.000057,18.84,3.66
fx66182-il,FX 66-182 AIRFOIL,500000,0.4423,6.404,1.4320,9.75,0.01126,-0.0888,0.009910,-3.7500,0.000047,18.20,3.80
fx66196v-il,FX 66-S-196 V1 AIRFOIL,500000,0.4902,6.458,1.5089,10.50,0.01148,-0.1060,0.010340,-4.0000,0.000041,19.57,4.01
fx66a175-il,WORTMANN FX 66-17A-175 AIRFOIL,500000,0.4802,6.360,1.3613,8.25,0.01158,-0.0959,0.010120,-4.0000,0.000108,17.52,4.16
fx66h60-il,FX 66-H-60,500000,0.0572,5.990,0.8533,8.25,0.00654,0.0280,0.006340,-0.2500,0.000380,6.02,1.68
fx66h80-il,FX 66-H-80,500000,0.1015,6.374,1.0356,9.75,0.00729,-0.0047,0.007130,-0.2500,0.000181,8.00,2.47
fx66s161-il,FX 66-S-161 AIRFOIL,500000,0.4552,6.396,1.4406,9.75,0.01009,-0.0937,0.009490,-3.5000,0.000056,16.12,3.91
fx66s171-il,FX 66-S-171 AIRFOIL,500000,0.4521,6.408,1.4774,10.25,0.01047,-0.0927,0.009780,-4.0000,0.000037,17.11,3.88
fx66s196-il,FX 66-S-196 AIRFOIL,500000,0.4582,6.417,1.4395,10.25,0.01179,-0.0984,0.010360,-4.0000,0.000047,19.63,3.78
fx67k150-il,FX 67-K-150/17 AIRFOIL,500000,0.4992,5.735,1.2202,6.75,0.00974,-0.0997,0.009190,-1.7500,0.000175,14.98,4.83
fx67k170-il,FX 67-K-170/17 AIRFOIL,500000,0.5188,6.006,1.3492,8.50,0.01079,-0.1014,0.009810,-1.7500,0.000108,17.01,5.07
fx68h120-il,FX 68-H-120,500000,0.2085,6.534,1.1072,10.50,0.00621,-0.0226,0.006210,0.0000,0.000193,11.81,2.31
fx69274-il,WORTMANN FX 69-274,500000,0.2752,5.889,1.5311,18.00,0.01151,-0.0483,0.011300,-2.2500,0.000056,27.41,3.19
fx69h083-il,BELL/WORTMANN FX 69-H-083 AIRFOIL,500000,0.1986,6.071,1.0519,9.00,0.00604,-0.0343,0.005740,-0.7500,0.000207,8.40,2.44
fx69h098-il,BELL/WORTMANN FX 69-H-098 AIRFOIL,500000,0.1842,6.349,1.2333,12.50,0.00645,-0.0294,0.005560,-1.0000,0.000125,9.89,1.74
fx69pr281-il,FX 69-PR-281,500000,0.5548,4.760,1.6042,18.25,0.01466,-0.1217,0.014010,-2.7500,0.000116,28.13,5.61
fx71089a-il,WORTMANN FX 71-089A AIRFOIL,500000,-0.0086,6.666,1.0930,11.50,0.00583,0.0000,0.005830,0.0000,0.000258,8.94,0.00
fx71120-il,WORTMANN FX 71-120 AIRFOIL,500000,0.0084,6.513,1.2888,16.00,0.00730,0.0000,0.007300,0.0000,0.000166,11.99,0.00
fx711520-il,FX 71-L-150/20 AIRFOIL,500000,-0.0039,6.229,1.1302,14.50,0.00907,0.0000,0.008620,-2.7500,0.000089,15.00,0.00
fx711525-il,FX 71-L-150/25 AIRFOIL,500000,-0.0041,6.149,1.1317,15.00,0.00848,0.0000,0.008390,-2.0000,0.000098,15.00,0.00
fx711530-il,FX 71-L-150/30 AIRFOIL,500000,-0.0039,6.188,1.1190,14.75,0.00887,0.0000,0.008690,-2.2500,0.000088,15.00,0.00
fx71l150-il,FX 71-L-150/30 AIRFOIL,500000,-0.0039,6.188,1.1190,14.75,0.00887,0.0000,0.008690,-2.2500,0.000088,15.00,0.00
fx72150a-il,WORTMANN FX 72-MS-150A AIRFOIL,500000,0.9816,6.442,1.8819,9.50,0.01091,-0.2222,0.010910,0.0000,0.000170,15.01,8.34
fx72150b-il,WORTMANN FX 72-MS-150B AIRFOIL,500000,1.1235,6.576,2.1100,11.50,0.01227,-0.2545,0.011780,0.2500,0.000106,15.01,9.72
fx72ls160-il,FX 72-LS-160,500000,0.8817,6.202,1.8501,11.25,0.01272,-0.1864,0.011910,1.2500,0.000096,16.01,8.24
fx73170-il,WORTMANN FX 73-170,500000,0.5616,5.844,1.4330,17.50,0.01281,-0.1320,0.010510,-3.2500,0.000074,17.09,4.37
fx73170a-il,WORTMANN FX 73-170 A,500000,0.5649,5.838,1.5474,10.25,0.01074,-0.1109,0.009750,-1.5000,0.000075,17.11,5.64
fx73cl1152-il,FX 73-CL1-152,500000,0.6005,6.300,1.9384,15.50,0.01216,-0.1099,0.011100,2.7500,0.000099,15.22,6.09
fx73cl2152-il,FX 73-CL2-152,500000,0.9150,6.383,2.1511,15.00,0.01245,-0.2066,0.011840,-2.2500,0.000051,15.22,6.63
fx73cl3152-il,FX 73-CL3-152,500000,0.8427,6.066,2.1172,16.50,0.01243,-0.1740,0.012390,-0.2500,0.000070,15.22,8.01
fx73k170-il,FX 73-K-170/22,500000,0.5757,5.767,1.4168,10.50,0.01045,-0.1337,0.009670,-3.5000,0.000065,17.08,4.59
fx74080-il,WORTMANN FX 74-080,500000,0.5443,4.743,1.1945,9.00,0.00708,-0.1383,0.006800,3.5000,0.000989,8.15,4.31
fx74130wp1-il,FX 74-130 WP1,500000,0.4868,5.427,1.3339,15.00,0.01172,-0.1081,0.009190,5.5000,0.000147,13.01,3.82
fx74130wp2-il,74-130 WP2,500000,0.4466,5.712,1.2711,14.00,0.01185,-0.0932,0.009110,6.5000,0.000106,12.99,3.94
fx74130wp2mod-il,74-130 WP2 MOD,500000,0.4500,5.660,1.2667,13.75,0.00957,-0.0924,0.008580,-1.7500,0.000128,12.91,3.88
fx74cl5140-il,FX74_CL5_140,500000,1.0364,7.072,2.0495,9.25,0.01498,-0.2220,0.013540,2.0000,0.000369,14.05,9.94
fx74cl6140-il,FX 74-CL6-140,500000,0.7698,6.535,2.0518,13.00,0.01261,-0.1475,0.008300,-2.7500,0.000057,14.05,7.14
fx74modsm-il,FX 74-Cl5-140 MOD  (smoothed),500000,1.1422,6.858,2.1814,11.75,0.01403,-0.2526,0.012580,2.0000,0.000202,13.08,9.72
fx75141-il,WORTMANN FX 75-141,500000,0.5092,5.700,1.4194,17.25,0.00938,-0.1247,0.008760,3.2500,0.000229,14.13,3.39
fx75193-il,WORTMANN FX 75-193,500000,0.5037,5.798,1.2016,17.25,0.01585,-0.1211,0.012390,5.5000,0.000131,19.27,3.66
fx75vg166-il,FX 75-VG-166/22,500000,0.2408,5.998,1.1631,19.25,0.01857,-0.0430,0.011960,7.0000,0.000074,16.73,2.43
fx76100-il,WORTMANN FX 76-100,500000,-0.0030,6.958,1.1251,12.25,0.00554,0.0000,0.005540,0.0000,0.000164,10.07,0.00
fx76120-il,WORTMANN FX 76-120,500000,0.0082,6.786,1.1950,15.25,0.00616,0.0000,0.006160,-0.2500,0.000121,12.07,0.00
fx76mp120-il,FX 76-MP-120,500000,0.9329,5.645,1.7213,13.00,0.01018,-0.2135,0.008890,1.2500,0.000175,12.11,7.57
fx76mp140-il,FX 76-MP-140,500000,0.8637,5.593,1.7380,15.25,0.01035,-0.1957,0.009170,2.5000,0.000230,14.11,7.12
fx76mp160-il,FX 76-MP-160,500000,0.7698,5.043,1.7018,17.25,0.01012,-0.1779,0.009290,1.7500,0.000209,16.15,6.06
fx77080-il,WORTMANN FX 77-080,500000,-0.0145,6.957,1.0054,10.75,0.00515,0.0000,0.005150,0.0000,0.000273,8.05,0.00
fx77w121-il,FX 77-W-121,500000,0.3359,6.888,1.3782,10.00,0.01007,-0.0186,0.009700,0.2500,0.000135,12.10,4.62
fx77w153-il,WORTMANN FX 77-W-153 AIRFOIL,500000,0.2971,6.954,1.6348,13.75,0.01220,-0.0176,0.010110,0.7500,0.000058,15.25,4.48
fx77w258-il,WORTMANN FX 77-W-258 AIRFOIL,500000,0.4224,6.937,1.7510,13.00,0.01660,-0.0559,0.014620,-2.2500,0.000052,26.12,4.34
fx77w270-il,FX 77-W-270,500000,0.4690,7.252,1.9436,13.00,0.01910,-0.0657,0.016500,-2.7500,0.000049,27.12,4.34
fx77w270s-il,FX 77-W-270S,500000,0.2867,6.795,1.6594,13.75,0.01881,-0.0264,0.013670,-4.0000,0.000059,27.11,4.32
fx77w343-il,WORTMANN FX 77-W-343 AIRFOIL,500000,0.4910,6.997,1.5036,9.50,0.02195,-0.0621,0.018440,-4.0000,0.000134,34.38,4.70
fx78k140-il,FX 78-K-140/20,500000,0.3927,6.656,1.1683,6.50,0.01091,-0.0639,0.009270,6.2500,0.000129,14.09,4.38
fx78k140a20-il,FX 78-K-140 A/20,500000,0.3985,5.840,1.1466,12.25,0.01227,-0.0665,0.009470,6.7500,0.000096,14.09,4.38
fx78k150-il,FX 78-K-150/20,500000,0.3538,5.725,1.1880,13.00,0.01213,-0.0665,0.009640,6.7500,0.000096,15.11,4.33
fx78k161-il,FX 78-K-161,500000,0.1724,5.740,1.1647,16.00,0.01292,-0.0156,0.010670,6.5000,0.000078,16.16,2.84
fx78pk188-il,FX 78-PK-188/20,500000,0.2496,6.173,1.1407,17.00,0.01416,-0.0570,0.010870,-4.0000,0.000058,18.81,2.37
fx79k144-il,WORTMANN FX 79-K-144/17 AIRFOIL,500000,0.2824,5.902,1.2873,15.50,0.01222,-0.0577,0.009210,4.7500,0.000223,14.39,2.81
fx79l100-il,FX 79-L-100,500000,0.0014,6.394,1.0506,10.75,0.00685,0.0000,0.006670,2.7500,0.000337,10.07,0.00
fx79l120-il,FX 79-L-120,500000,0.0023,6.260,1.1831,14.25,0.00764,0.0000,0.007580,-2.5000,0.000081,12.07,0.00
fx79w151a-il,FX 79-W-151 A,500000,0.3524,6.912,1.3097,10.00,0.00762,-0.0499,0.007620,0.0000,0.000121,15.16,3.78
fx79w660a-il,FX 79-W-660A,500000,-0.0226,1.428,0.5935,13.50,0.05366,0.0327,0.052240,-1.7500,0.000396,66.39,2.32
fx80080-il,WORTMANN FX 80-080,500000,0.3352,5.443,1.1203,9.25,0.00645,-0.0826,0.006120,2.7500,0.000637,8.06,2.21
fx83w108-il,FX 83-W-108,500000,0.5403,5.422,1.4747,15.75,0.00793,-0.1352,0.007100,2.0000,0.000245,10.87,4.24
fx83w160-il,FX 83-W-160,500000,0.5398,5.081,1.4661,18.50,0.00920,-0.1463,0.008680,-3.5000,0.000069,16.05,3.89
fx83w227-il,FX 83-W-227,500000,0.2801,4.939,1.3976,16.75,0.00980,-0.0597,0.009710,-1.7500,0.000058,22.64,3.44
fx84w097-il,FX 84-W-097,500000,0.2623,6.200,1.2674,13.00,0.00621,-0.0442,0.006200,-0.2500,0.000171,9.74,2.82
fx84w127-il,FX 84-W-127,500000,0.3890,6.279,1.3664,18.00,0.00724,-0.0775,0.007210,-0.2500,0.000130,12.75,3.74
fx84w140-il,FX 84-W-140,500000,0.4506,6.219,1.3812,17.00,0.00772,-0.0938,0.007680,-0.7500,0.000104,14.08,4.21
fx84w150-il,FX 84-W-150,500000,0.4572,6.183,1.3798,17.75,0.00800,-0.0936,0.007900,-1.0000,0.000087,14.99,4.28
fx84w175-il,FX 84-W-175,500000,0.4759,5.967,1.4386,12.25,0.00874,-0.1018,0.008610,-0.7500,0.000068,17.61,4.37
fx84w218-il,FX 84-W-218,500000,0.3279,5.711,1.3577,17.75,0.00961,-0.0676,0.009580,-1.0000,0.000067,21.96,3.23
fxl142k-il,FX LIII-142 K 25 AIRFOIL,500000,-0.0021,6.270,1.2688,14.75,0.00876,0.0000,0.008570,-2.5000,0.000061,14.20,0.00
fxlv152-il,WORTMANN FX L V-152 AIRFOIL,500000,0.0066,6.403,1.2576,14.75,0.00911,-0.0020,0.008670,-3.5000,0.000055,15.28,0.00
fxm2-il,WORTMANN FX M2 AIRFOIL,500000,0.5445,6.263,1.8746,15.50,0.01513,-0.0982,0.010920,3.7500,0.000262,8.40,4.78
fxs02196-il,FX S 02-196 AIRFOIL,500000,0.4540,4.930,1.3355,16.50,0.01156,-0.1006,0.011510,0.5000,0.000287,19.59,3.74
fxs03182-il,FX S 03-182 AIRFOIL,500000,0.4545,5.260,1.3189,16.75,0.01097,-0.1097,0.009130,-3.7500,0.000113,18.21,2.85
fxs21158-il,FX S 02/1-158 AIRFOIL,500000,0.4438,6.219,1.2780,10.75,0.01057,-0.0906,0.009680,-2.5000,0.000124,15.78,3.50
geminism-il,GEMINI (smoothed),500000,0.2311,6.725,1.1942,17.75,0.00751,-0.0362,0.007500,0.5000,0.000151,15.38,2.20
giiia-il,GIII BL0 AIRFOIL,500000,0.0232,6.788,1.0555,12.75,0.00631,0.0152,0.006040,-1.2500,0.000140,11.01,0.75
giiib-il,GIII BL45 AIRFOIL,500000,0.0394,6.596,1.0452,11.50,0.00634,0.0108,0.006030,-1.5000,0.000149,10.44,0.81
giiic-il,GIII BL75 AIRFOIL,500000,0.0445,6.427,1.0311,10.75,0.00631,0.0076,0.006190,-1.5000,0.000181,9.93,0.92
giiid-il,GIII BL86 AIRFOIL (modified line 31),500000,0.0518,6.396,1.0537,10.75,0.00632,0.0054,0.006230,-1.2500,0.000180,9.71,0.97
giiie-il,GIII BL126 AIRFOIL,500000,0.0907,6.102,0.9630,9.25,0.00609,-0.0067,0.006010,-1.0000,0.000218,8.78,1.19
giiif-il,GIII BL145 AIRFOIL,500000,0.1154,5.945,0.9274,8.75,0.00576,-0.0132,0.005730,-0.5000,0.000288,8.26,1.30
giiig-il,GIII BL167 AIRFOIL,500000,0.1177,5.960,0.9673,9.50,0.00575,-0.0132,0.005710,-0.5000,0.000276,8.29,1.30
giiih-il,GIII BL207 AIRFOIL,500000,0.1234,5.971,1.0054,9.50,0.00572,-0.0131,0.005690,-0.5000,0.000342,8.32,1.30
giiii-il,GIII BL288 AIRFOIL,500000,0.1359,5.984,1.1568,11.00,0.00562,-0.0153,0.005620,-0.2500,0.000218,8.45,1.33
giiij-il,GIII BL332 AIRFOIL,500000,0.1434,6.016,1.2135,12.25,0.00558,-0.0168,0.005580,0.0000,0.000196,8.49,1.39
giiik-il,GIII BL369 AIRFOIL,500000,0.1501,6.036,1.2906,12.50,0.00592,-0.0194,0.005590,0.5000,0.000189,8.53,1.50
giiil-il,GIII BL387 AIRFOIL,500000,0.1534,6.046,1.3232,13.50,0.00840,-0.0208,0.005680,0.7500,0.000188,8.55,1.58
giiim-il,GIII BL430 AIRFOIL,500000,0.1581,6.071,1.3964,14.50,0.00998,-0.0165,0.006860,2.2500,0.000240,8.51,1.86
giiin-il,GIII BL450 AIRFOIL,500000,0.1532,6.101,1.4494,15.25,0.01143,-0.0120,0.007980,3.2500,0.000283,8.42,2.08
glennmartin2-il,Glenn Martin 2,500000,0.5435,5.896,1.3956,9.75,0.01174,-0.0593,0.010790,-2.0000,0.000097,13.47,7.67
glennmartin3-il,Glenn Martin 3,500000,0.4436,6.409,1.6404,15.75,0.01041,-0.0864,0.008920,-0.5000,0.000136,13.77,6.89
glennmartin4-il,Glenn Martin 4,500000,0.3797,6.722,1.4172,11.50,0.01274,-0.0452,0.012630,1.0000,0.000121,15.49,7.67
gm15sm-il,GM15 (smoothed),500000,0.5572,5.726,1.4096,10.25,0.00683,-0.1369,0.006420,2.0000,0.000486,6.74,4.76
goe05k-il,GOE 5K AIRFOIL,500000,0.1099,6.015,0.7854,7.50,0.00616,-0.0352,0.005630,1.5000,0.001707,3.70,1.53
goe06k-il,GOE 6K AIRFOIL,500000,0.3377,5.805,1.0333,7.75,0.00791,-0.1066,0.006280,2.2500,0.000843,7.50,3.10
goe07k-il,GOE 7K AIRFOIL,500000,0.5210,5.230,1.2556,13.00,0.00910,-0.1555,0.008220,3.7500,0.000327,11.00,4.54
goe08k-il,GOE 8K AIRFOIL,500000,0.5138,6.910,1.3180,18.00,0.01339,-0.1142,0.011030,0.7500,0.000218,14.85,6.13
goe09k-il,GOE 9K AIRFOIL,500000,0.0689,5.648,0.7424,7.50,0.00469,-0.0161,0.004580,-0.7500,0.001036,2.45,0.90
goe100-il,GOE 100 (SOPWITH) AIRFOIL,500000,0.3620,5.816,1.2514,10.25,0.00737,-0.0743,0.005580,0.5000,0.000426,6.57,3.59
goe101-il,GOE 101 AIRFOIL,500000,0.3649,5.925,1.3023,10.50,0.00939,-0.0654,0.007010,1.7500,0.000380,6.90,3.96
goe10k-il,GOE 10K AIRFOIL,500000,0.1019,5.903,0.7398,6.00,0.00616,-0.0352,0.004990,1.7500,0.001370,3.85,1.42
goe113-il,GOE 113 AIRFOIL,500000,0.2905,6.034,1.1912,10.25,0.00865,-0.0565,0.005090,-2.7500,0.000256,6.65,3.09
goe114-il,GOE 114 (MVA MK.1) AIRFOIL,500000,0.3641,5.238,1.0613,8.50,0.00809,-0.0969,0.007930,-2.0000,0.000414,9.55,3.50
goe115-il,GOE 115 (MVA MK.2) AIRFOIL,500000,0.3855,5.641,1.1787,9.00,0.00858,-0.0884,0.007430,2.5000,0.000301,9.71,3.73
goe116-il,GOE 116 (MVA MK.3) AIRFOIL,500000,0.4046,5.917,1.2517,10.00,0.00987,-0.0942,0.007570,3.2500,0.000720,9.32,4.08
goe117-il,GOE 117 (MVA MK.4) AIRFOIL,500000,0.5192,4.700,1.1823,9.00,0.00861,-0.1018,0.007330,1.2500,0.000335,9.00,4.57
goe118-il,GOE 118 (MVA MK.7) AIRFOIL,500000,0.5573,5.593,1.3969,9.75,0.00917,-0.1202,0.007260,1.2500,0.000681,8.64,5.73
goe11k-il,GOE 11K AIRFOIL,500000,0.2916,6.139,1.1938,11.00,0.00750,-0.0978,0.006230,1.7500,0.000353,7.45,2.74
goe121-il,GOE 121 (MVA H.1) AIRFOIL,500000,0.4953,5.937,1.4780,11.50,0.00843,-0.1068,0.008230,-0.5000,0.000197,6.65,4.60
goe122-il,GOE 122 (MVA H.2) AIRFOIL,500000,0.3445,6.136,1.3919,12.75,0.00953,-0.0570,0.007260,2.0000,0.000316,7.30,4.06
goe123-il,GOE 123 AIRFOIL,500000,0.5008,6.314,1.5151,13.00,0.07804,0.1106,0.007960,3.7500,0.000500,5.40,5.70
goe124-il,GOE 124 (MVA H.4) AIRFOIL,500000,0.5463,6.501,1.6087,12.50,0.01280,-0.1086,0.008070,3.0000,0.000344,7.92,5.56
goe12k-il,GOE 12K AIRFOIL,500000,0.4069,5.749,1.3690,15.75,0.01185,-0.0923,0.008190,3.5000,0.000291,11.10,4.08
goe133-il,GOE 133 (MVA H.11) AIRFOIL,500000,0.4095,6.084,1.5261,12.50,0.00867,-0.0753,0.006670,0.7500,0.000160,7.90,4.32
goe134-il,GOE 134 (MVA H.12) AIRFOIL,500000,0.3675,6.368,1.4514,12.50,0.01084,-0.0716,0.007890,2.5000,0.000251,9.45,4.10
goe137-il,GOE 137 (MVA H.15) AIRFOIL,500000,0.4221,6.177,1.4052,13.75,0.00916,-0.0780,0.005580,-3.7500,0.000104,8.59,4.42
goe13k-il,GOE 13K AIRFOIL,500000,0.4082,6.841,1.4254,18.75,0.01446,-0.0939,0.011390,4.2500,0.000298,14.80,5.45
goe14-il,GOE 14 AIRFOIL,500000,0.6188,6.283,1.8717,15.00,0.02311,-0.1024,0.013470,3.2500,0.000272,9.90,6.93
goe140-il,GOE 140 (MVA H.17) AIRFOIL,500000,0.5136,6.321,1.5198,14.75,0.01531,-0.0935,0.009650,3.2500,0.000441,8.78,5.29
goe142-il,GOE 142 (MVA H.19) AIRFOIL,500000,0.3969,6.106,1.4282,12.00,0.00793,-0.0762,0.005920,1.0000,0.000241,6.16,3.85
goe143-il,GOE 143 (MVA H.20) AIRFOIL,500000,0.3851,6.147,1.4327,13.00,0.00919,-0.0722,0.007250,1.7500,0.000272,7.44,3.79
goe144-il,GOE 144 (MVA H.21) AIRFOIL,500000,0.4728,5.792,1.3783,12.00,0.00863,-0.0974,0.007950,3.0000,0.000332,7.31,4.72
goe147-il,GOE 147 (MVA H.6) AIRFOIL,500000,0.3028,6.327,1.3992,11.25,0.00949,-0.0485,0.008410,2.7500,0.000269,7.55,3.76
goe14k-il,GOE 14K AIRFOIL,500000,0.3317,6.299,1.2260,13.75,0.01238,-0.1003,0.009180,3.0000,0.000291,12.00,2.70
goe15-il,GOE 15 AIRFOIL,500000,0.6641,5.462,1.7158,14.50,0.01030,-0.1061,0.006860,2.2500,0.000264,9.00,7.75
goe155-il,GOE 155 (SSW D.1) AIRFOIL,500000,0.4612,6.206,1.4437,12.50,0.01017,-0.0869,0.007230,2.7500,0.000449,7.02,5.28
goe15k-il,GOE 15K AIRFOIL,500000,0.3341,7.208,1.2762,17.25,0.01493,-0.1046,0.011370,3.2500,0.000305,15.00,3.38
goe164-il,GOE 164 (MVA MK.10) AIRFOIL,500000,0.6949,5.854,1.6007,11.25,0.00949,-0.1477,0.008520,-2.2500,0.000106,8.87,6.64
goe165-il,GOE 165 (MVA MK.11) AIRFOIL,500000,0.6759,5.767,1.4879,10.25,0.01016,-0.1531,0.008610,-2.2500,0.000162,12.11,5.74
goe167-il,GOE 167 (V.KARMAN PROP.2) AIRFOIL,500000,0.4174,6.438,1.4303,14.75,0.01184,-0.0755,0.008790,2.0000,0.000294,10.09,4.54
goe16k-il,GOE 16K AIRFOIL,500000,0.1824,10.012,1.2289,14.25,0.02402,-0.0654,0.016200,4.7500,0.000374,18.15,4.08
goe173-il,GOE 173 (ALBATROS 6020) AIRFOIL,500000,0.5749,6.065,1.4823,10.25,0.01032,-0.1095,0.008110,2.2500,0.000371,7.76,5.91
goe174-il,GOE 174 (ALBATROS 5020) AIRFOIL,500000,0.5554,6.119,1.5377,11.00,0.01022,-0.1057,0.008230,2.2500,0.000263,8.59,5.57
goe176-il,GOE 176 (ALBATROS 7020) AIRFOIL,500000,0.5949,5.971,1.5548,11.50,0.00956,-0.1225,0.008720,-2.5000,0.000099,10.34,5.55
goe177-il,GOE 177 AIRFOIL,500000,0.4508,6.008,1.2740,8.50,0.00917,-0.0860,0.007660,1.5000,0.000287,7.70,5.06
goe178-il,GOE 178 AIRFOIL,500000,0.4242,6.256,1.4351,13.25,0.00981,-0.0848,0.008030,1.5000,0.000277,8.50,4.40
goe180-il,GOE 180 (MVA H.26) AIRFOIL,500000,0.4634,6.079,1.4652,11.75,0.00931,-0.0918,0.007230,0.7500,0.000181,8.67,4.44
goe182-il,GOE 182 (MVA H.27) AIRFOIL,500000,0.5057,6.214,1.5993,11.75,0.01001,-0.0937,0.008990,1.7500,0.000177,9.45,5.26
goe184-il,GOE 184 (MVA H.29) AIRFOIL,500000,0.5025,6.208,1.4991,12.00,0.00940,-0.0964,0.008220,2.7500,0.000264,8.30,5.29
goe187-il,GOE 187 (SCHTTE-LANZ 2U10) AIRFOIL,500000,0.3987,6.240,1.3833,10.25,0.01126,-0.0643,0.007630,2.0000,0.000310,8.28,4.84
goe188-il,GOE 188 (SCHTTE-LANZ 3U10) AIRFOIL,500000,0.3385,6.261,1.3833,11.75,0.01059,-0.0554,0.006820,1.5000,0.000229,8.94,4.39
goe190-il,GOE 190 (MVA MK.18) AIRFOIL,500000,0.6369,5.767,1.6640,13.25,0.00996,-0.1437,0.008550,-2.7500,0.000058,12.65,5.92
goe195-il,GOE 195 AIRFOIL,500000,0.5749,5.995,1.5578,14.00,0.00804,-0.1312,0.007910,2.5000,0.000285,8.60,5.10
goe198-il,GOE 198 (L.F.G. 5294) AIRFOIL,500000,0.6648,6.284,1.7320,13.25,0.01512,-0.1415,0.009570,3.5000,0.000434,7.77,6.52
goe199-il,GOE 199 (L.F.G. 5406) AIRFOIL,500000,0.4597,6.295,1.4928,12.25,0.01574,-0.0810,0.010400,4.0000,0.000377,7.33,5.18
goe207-il,GOE 207 (AVIATIK V8) AIRFOIL,500000,0.5475,6.712,1.5885,10.25,0.02228,-0.0892,0.012280,5.2500,0.000459,8.78,6.63
goe210-il,GOE 210 (DAIMLER) AIRFOIL,500000,0.4375,5.974,1.4217,12.25,0.00859,-0.0857,0.006180,1.2500,0.000272,6.63,4.34
goe217-il,GOE 217 (MVA MK.12) AIRFOIL,500000,0.8613,6.585,1.8518,12.75,0.01217,-0.1755,0.011720,-1.0000,0.000121,18.99,6.32
goe222-il,GOE 222 (MVA H.33) AIRFOIL,500000,0.9037,5.276,1.8117,16.00,0.01107,-0.2111,0.010410,-4.0000,0.000077,18.54,7.17
goe223-il,GOE 223 (MVA H.34) AIRFOIL,500000,0.7152,5.877,1.5506,13.25,0.01142,-0.1565,0.009760,-3.0000,0.000120,18.81,5.70
goe225-il,GOE 225 (MVA H.35) AIRFOIL,500000,0.9439,5.946,1.8761,12.50,0.00921,-0.2159,0.009110,-0.5000,0.000134,12.82,7.63
goe226-il,GOE 226 (MVA H.36) AIRFOIL,500000,0.9289,5.923,1.9148,12.50,0.00994,-0.2045,0.009910,-0.5000,0.000113,13.88,8.08
goe227-il,GOE 227 (MVA H.37) AIRFOIL,500000,0.9607,6.108,1.8477,10.75,0.01076,-0.2238,0.010550,-0.7500,0.000136,14.60,7.85
goe228-il,GOE 228 (MVA H.38) AIRFOIL,500000,0.8710,5.694,1.9168,13.25,0.01135,-0.1880,0.009720,-3.7500,0.000071,17.88,7.00
goe229-il,GOE 229 (MVA H.39) AIRFOIL,500000,0.6746,4.528,1.4426,14.75,0.01503,-0.1505,0.009750,-3.7500,0.000209,19.34,5.91
goe233-il,GOE 233 (MVA CA4) AIRFOIL,500000,0.9135,6.183,1.7920,9.75,0.00988,-0.2112,0.008930,-1.7500,0.000133,11.62,8.21
goe234-il,GOE 234 (MVA CA5) AIRFOIL,500000,1.0465,5.952,1.9032,11.00,0.01285,-0.2391,0.009980,-3.0000,0.000122,14.25,9.16
