slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
goe199-il,GOE 199 (L.F.G. 5406) AIRFOIL,1000000,0.4438,6.439,1.6273,13.50,0.02566,-0.0678,0.009420,4.5000,0.000323,7.33,5.18
goe207-il,GOE 207 (AVIATIK V8) AIRFOIL,1000000,0.5534,6.733,1.6951,12.50,0.01998,-0.0896,0.010180,5.5000,0.000409,8.78,6.63
goe210-il,GOE 210 (DAIMLER) AIRFOIL,1000000,0.4368,6.048,1.5098,12.75,0.00733,-0.0849,0.005400,1.7500,0.000236,6.63,4.34
goe217-il,GOE 217 (MVA MK.12) AIRFOIL,1000000,0.8765,6.655,1.9988,14.50,0.00977,-0.1780,0.009730,-0.2500,0.000109,18.99,6.32
goe222-il,GOE 222 (MVA H.33) AIRFOIL,1000000,0.9109,5.466,1.8692,14.25,0.00843,-0.2120,0.008180,-3.0000,0.000092,18.54,7.17
goe223-il,GOE 223 (MVA H.34) AIRFOIL,1000000,0.7210,5.662,1.5983,11.50,0.00915,-0.1594,0.008690,-2.0000,0.000142,18.81,5.70
goe225-il,GOE 225 (MVA H.35) AIRFOIL,1000000,0.9527,6.113,1.9033,15.00,0.00845,-0.2154,0.007680,-1.5000,0.000106,12.82,7.63
goe226-il,GOE 226 (MVA H.36) AIRFOIL,1000000,0.9379,6.115,1.9324,11.75,0.00823,-0.2055,0.008230,0.0000,0.000114,13.88,8.08
goe227-il,GOE 227 (MVA H.37) AIRFOIL,1000000,0.9695,6.203,1.8488,9.75,0.00862,-0.2249,0.008580,-0.2500,0.000168,14.60,7.85
goe228-il,GOE 228 (MVA H.38) AIRFOIL,1000000,0.8888,5.923,1.8887,11.25,0.00946,-0.1914,0.008440,-3.0000,0.000070,17.88,7.00
goe229-il,GOE 229 (MVA H.39) AIRFOIL,1000000,0.6850,4.820,1.5090,13.25,0.01344,-0.1537,0.008760,-3.0000,0.000185,19.34,5.91
goe233-il,GOE 233 (MVA CA4) AIRFOIL,1000000,0.9189,6.244,1.9070,14.75,0.00765,-0.2125,0.007480,-0.7500,0.000142,11.62,8.21
goe234-il,GOE 234 (MVA CA5) AIRFOIL,1000000,1.0595,6.066,1.9058,13.50,0.00899,-0.2448,0.007940,-2.2500,0.000142,14.25,9.16
goe235-il,GOE 235 (SCHTTE-LANZ) AIRFOIL,1000000,0.3230,6.284,1.5483,15.00,0.01042,-0.0596,0.009740,4.0000,0.000331,6.54,3.54
goe238-il,GOE 238 (HANSA-BRANDENBURG) AIRFOIL,1000000,0.4505,6.218,1.5506,14.00,0.01010,-0.0684,0.006950,4.0000,0.000310,9.81,5.51
goe239-il,GOE 239 (MVA H.31) AIRFOIL,1000000,0.6909,6.308,1.7667,13.75,0.00829,-0.1485,0.007970,3.7500,0.000163,11.22,6.02
goe240-il,GOE 240 (KOLLER) AIRFOIL,1000000,0.5093,5.996,1.5466,13.50,0.00775,-0.0986,0.006880,3.0000,0.000292,7.00,5.16
goe241-il,GOE 241 (MVA PR.1) AIRFOIL,1000000,1.0722,5.893,2.0524,15.50,0.01025,-0.2220,0.010160,-0.2500,0.000178,18.88,8.38
goe242-il,GOE 242 (MVA PR.2) AIRFOIL,1000000,1.0069,6.377,1.8539,9.00,0.00916,-0.2213,0.008750,-1.0000,0.000198,16.18,7.51
goe243-il,GOE 243 (MVA PR.3) AIRFOIL,1000000,1.1033,5.685,1.9907,16.25,0.00988,-0.2391,0.009240,-1.0000,0.000201,19.01,8.40
goe244-il,GOE 244 (MVA PR.4) AIRFOIL,1000000,1.2179,5.219,2.1840,13.50,0.01234,-0.2530,0.010740,-2.2500,0.000133,17.68,9.99
goe255-il,GOE 255 (MVA CA.6) AIRFOIL,1000000,0.5577,6.091,1.4583,9.75,0.00869,-0.1157,0.008060,-3.7500,0.000073,18.52,4.85
goe256-il,GOE 256 (JUNKERS E) AIRFOIL,1000000,0.4994,6.151,1.5875,15.00,0.00838,-0.0968,0.006710,1.2500,0.000119,15.99,4.71
goe257-il,GOE 257 AIRFOIL,1000000,0.3875,6.402,1.4627,13.25,0.01009,-0.0710,0.007240,3.0000,0.000307,8.83,4.08
goe264-il,GOE 264 AIRFOIL,1000000,0.5507,6.326,1.5800,12.75,0.00873,-0.1096,0.007740,3.5000,0.000292,6.44,5.65
goe265-il,GOE 265 AIRFOIL,1000000,0.6289,6.335,1.7817,13.50,0.00829,-0.1102,0.008290,0.0000,0.000084,7.66,7.26
goe269-il,GOE 269 AIRFOIL,1000000,0.4932,6.338,1.6811,13.50,0.00795,-0.0948,0.007720,4.2500,0.000197,6.59,5.02
goe274-il,GOE 274 (DAIMLER V) AIRFOIL,1000000,0.5792,6.227,1.6531,13.25,0.01277,-0.1147,0.008890,4.0000,0.000286,8.65,4.85
goe275-il,GOE 275 (DAIMLER VI) AIRFOIL,1000000,0.5056,5.751,1.6263,14.00,0.01100,-0.0919,0.008170,4.2500,0.000214,7.73,4.71
goe276-il,GOE 276 (DAIMLER VII) AIRFOIL,1000000,0.4570,6.228,1.5521,12.50,0.01001,-0.0896,0.007380,2.7500,0.000282,7.26,4.03
goe277-il,GOE 277 (DAIMLER VIII) AIRFOIL,1000000,0.4373,6.302,1.5343,13.25,0.00855,-0.0825,0.006720,2.0000,0.000218,8.34,4.39
goe278-il,GOE 278 (DAIMLER IX) AIRFOIL,1000000,0.4367,5.952,1.6199,13.75,0.00911,-0.0813,0.007330,3.2500,0.000259,7.44,4.26
goe279-il,GOE 279 (DAIMLER X) AIRFOIL,1000000,0.4876,6.078,1.7101,14.75,0.00863,-0.0913,0.006320,-3.2500,0.000065,7.43,4.73
goe281-il,GOE 281 (DAIMLER XII) AIRFOIL,1000000,0.4655,6.141,1.4599,13.00,0.00977,-0.0889,0.007460,3.7500,0.000352,8.04,4.55
goe282-il,GOE 282 (DAIMLER XIII) AIRFOIL,1000000,0.5588,6.037,1.5216,12.50,0.00801,-0.1136,0.006940,2.2500,0.000257,9.12,5.02
goe284-il,GOE 284 AIRFOIL,1000000,0.4951,6.537,1.7407,13.75,0.00986,-0.0883,0.007860,3.0000,0.000134,17.65,5.13
goe285-il,GOE 285 AIRFOIL,1000000,0.3728,6.258,1.5510,14.50,0.00804,-0.0694,0.006480,1.2500,0.000135,11.73,3.72
goe286-il,GOE 286 AIRFOIL,1000000,0.3661,6.349,1.5836,13.50,0.00921,-0.0617,0.007570,2.0000,0.000166,9.35,4.10
goe287-il,GOE 287 AIRFOIL,1000000,0.4049,6.423,1.4741,12.50,0.00933,-0.0674,0.006300,2.5000,0.000331,8.87,4.88
goe288-il,GOE 288 AIRFOIL,1000000,0.6557,6.380,1.9606,14.75,0.00881,-0.1369,0.008620,-1.5000,0.000055,17.39,5.52
goe289-il,GOE 289 (MVA 289) AIRFOIL,1000000,0.5972,5.749,1.6462,12.50,0.00866,-0.1171,0.008430,2.7500,0.000119,16.80,6.12
goe290-il,GOE 290 (MVA 290) AIRFOIL,1000000,0.3942,6.473,1.4296,13.50,0.00871,-0.0719,0.007760,2.7500,0.000214,17.56,3.87
goe298-il,GOE 298 AIRFOIL,1000000,0.4602,6.526,1.8282,14.75,0.00927,-0.0912,0.009170,0.5000,0.000074,12.83,4.53
goe29b-il,GOE 29B AIRFOIL,1000000,0.6134,6.349,1.7821,11.50,0.00996,-0.1066,0.009740,1.5000,0.000093,9.43,6.54
goe300-il,GOE 300 (FRIEDRICHSHAFEN G20) AIRFOIL,1000000,0.5451,6.234,1.7188,15.00,0.00895,-0.0940,0.008390,4.7500,0.000099,8.43,6.68
goe301-il,GOE 301 (FRIEDRICHSHAFEN G 13) AIRFOIL,1000000,0.6984,6.139,1.7721,11.75,0.00879,-0.1344,0.007920,3.2500,0.000182,9.95,6.49
goe303-il,GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL,1000000,0.6152,6.115,1.7206,14.50,0.00821,-0.1197,0.006600,2.0000,0.000154,9.84,5.88
goe304-il,GOE 304 (FRIEDRICHSHAFEN G02) AIRFOIL,1000000,0.6608,6.124,1.8035,15.25,0.00921,-0.1318,0.007390,3.7500,0.000297,8.99,6.32
goe308-il,GOE 308 (MVA H.40) AIRFOIL,1000000,0.4402,6.026,1.3596,11.75,0.00830,-0.0729,0.007430,3.7500,0.000214,8.09,5.04
goe309-il,GOE 309 (MVA H.41) AIRFOIL,1000000,0.3392,6.205,1.3503,13.50,0.00800,-0.0479,0.006370,2.2500,0.000289,8.43,4.67
goe310-il,GOE 310 (MVA H.42) AIRFOIL,1000000,0.3942,6.002,1.3931,13.75,0.00793,-0.0712,0.007750,1.2500,0.000146,8.15,4.81
goe311-il,GOE 311 (MVA H.43) AIRFOIL,1000000,0.4689,6.292,1.4832,13.75,0.00872,-0.0814,0.007470,4.7500,0.000173,8.44,6.07
goe314-il,GOE 314 (HANSA-BRANDENBURG) AIRFOIL,1000000,0.4222,6.075,1.5474,13.75,0.00998,-0.0714,0.007640,4.0000,0.000267,8.04,4.69
goe315-il,GOE 315 (HANSA-BRANDENBURG III.5) AIRFOIL,1000000,0.3587,5.951,1.4667,14.25,0.00992,-0.0557,0.007190,3.5000,0.000296,8.08,4.10
goe316-il,GOE 316 (HANSA-BRANDENBURG IV.5) AIRFOIL,1000000,0.3508,6.430,1.5761,13.00,0.01033,-0.0514,0.005540,-2.0000,0.000076,9.08,4.24
goe318-il,GOE 318 (HANSA-BRANDENBURG VI.5) AIRFOIL,1000000,0.3105,6.492,1.5223,13.25,0.00875,-0.0404,0.006020,2.2500,0.000201,9.13,4.32
goe319-il,GOE 319 (HANSA-BRANDENBURG II) AIRFOIL,1000000,0.5162,6.255,1.8507,15.25,0.01020,-0.0834,0.008460,3.7500,0.000235,10.25,5.75
goe320-il,GOE 320 (HANSA-BRANDENBURG II.1) AIRFOIL,1000000,0.6091,6.182,1.9689,17.50,0.01116,-0.1008,0.009680,3.7500,0.000271,12.33,6.18
goe321-il,GOE 321 (HANSA-BRANDENBURG III.1) AIRFOIL,1000000,0.4485,6.389,1.6710,11.75,0.00940,-0.0677,0.006590,2.5000,0.000151,11.16,5.14
goe322-il,GOE 322 (HANSA-BRANDENBURG IV.1) AIRFOIL,1000000,0.5577,6.418,1.5663,13.25,0.00913,-0.0890,0.007040,2.2500,0.000243,13.07,6.02
goe323-il,GOE 323 (HANSA-BRANDENBURG V.1) AIRFOIL,1000000,0.4113,6.407,1.6520,12.50,0.00967,-0.0538,0.006450,3.2500,0.000227,11.05,5.17
goe324-il,GOE 324 (HANSA-BRANDENBURG) AIRFOIL,1000000,0.4710,6.546,1.7685,13.00,0.01284,-0.0602,0.007770,4.2500,0.000263,13.14,5.95
goe325-il,GOE 325 (PFALZ 54) AIRFOIL,1000000,0.4464,6.238,1.5134,11.50,0.00875,-0.0841,0.006540,1.7500,0.000221,8.20,4.67
goe326-il,GOE 326 (PFALZ 55) AIRFOIL,1000000,0.4454,6.185,1.5278,13.50,0.00834,-0.0801,0.006300,2.2500,0.000239,8.18,4.72
goe328-il,GOE 328 AIRFOIL,1000000,0.3944,6.448,1.5581,13.25,0.00970,-0.0798,0.006700,3.0000,0.000293,8.20,4.35
goe329-il,GOE 329 (PFALZ 58) AIRFOIL,1000000,0.5326,6.749,1.6090,13.00,0.01171,-0.1114,0.008430,4.0000,0.000312,10.16,5.53
goe330-il,GOE 330 (PFALZ 59) AIRFOIL,1000000,0.6068,5.875,1.5558,13.25,0.00823,-0.1183,0.007880,3.2500,0.000256,10.21,5.76
goe331-il,GOE 331 (PFALZ 60) AIRFOIL,1000000,0.6988,6.026,1.8011,12.75,0.00831,-0.0073,0.008310,0.0000,0.000085,10.64,6.87
goe332-il,GOE 332 (PFALZ 61) AIRFOIL,1000000,0.7089,6.065,1.6559,14.50,0.00856,-0.1445,0.006860,2.2500,0.000206,11.79,6.36
goe335-il,GOE 335 (D.F.W.) AIRFOIL,1000000,0.4590,5.873,1.4045,12.75,0.00766,-0.0869,0.006400,1.7500,0.000242,6.85,4.80
goe336-il,GOE 336 (MVA H.44) AIRFOIL,1000000,0.4293,6.323,1.4309,12.50,0.00889,-0.0658,0.007210,3.2500,0.000240,8.95,5.40
goe342-il,GOE 342 AIRFOIL,1000000,0.6320,6.359,1.7261,14.00,0.01063,-0.1399,0.008250,1.7500,0.000211,5.40,6.22
goe344-il,GOE 344 (PFALZ 71) AIRFOIL,1000000,0.2494,6.339,1.5278,14.25,0.00712,-0.0473,0.005890,1.5000,0.000146,7.20,2.71
goe346-il,GOE 346 (FRIEDRICHSHAFEN-STAAKEN) AIRFOIL,1000000,0.3773,6.119,1.5376,13.50,0.02300,-0.0552,0.007870,1.7500,0.000204,5.74,3.79
goe358-il,GOE 358 AIRFOIL,1000000,0.6329,6.240,1.7923,14.50,0.00727,-0.1499,0.006860,-1.0000,0.000100,10.87,5.70
goe359-il,GOE 359 AIRFOIL,1000000,0.5713,5.934,1.5332,14.50,0.00922,-0.1098,0.007010,3.0000,0.000370,7.80,5.88
goe360-il,GOE 360 AIRFOIL,1000000,0.5448,6.276,1.5843,12.25,0.01240,-0.0947,0.008070,4.2500,0.000345,9.68,5.86
goe361-il,GOE 361 AIRFOIL,1000000,0.5473,5.945,1.5104,11.00,0.01036,-0.1069,0.007710,3.7500,0.000357,6.80,5.53
goe362-il,GOE 362 AIRFOIL,1000000,0.4854,6.075,1.5901,12.75,0.00691,-0.0937,0.005610,1.5000,0.000173,6.60,5.29
goe363-il,GOE 363 AIRFOIL,1000000,0.5879,6.027,1.6225,13.50,0.00844,-0.1083,0.008210,-2.0000,0.000082,11.07,5.72
goe364-il,GOE 364 AIRFOIL,1000000,0.6126,5.951,1.6961,13.50,0.00983,-0.0997,0.007880,3.5000,0.000185,10.80,6.51
goe365-il,GOE 365 AIRFOIL,1000000,0.5411,5.654,1.5239,15.50,0.00838,-0.0937,0.007100,2.5000,0.000175,11.70,5.14
goe366-il,GOE 366 AIRFOIL,1000000,0.7958,5.768,1.8598,12.50,0.01389,-0.1522,0.010550,5.5000,0.000218,13.15,7.25
goe367-il,GOE 367 AIRFOIL,1000000,0.4576,6.007,1.5375,16.00,0.00854,-0.0896,0.006840,1.2500,0.000139,16.28,4.60
goe368-il,GOE 368 AIRFOIL,1000000,0.3177,6.064,1.3257,11.25,0.00782,-0.0530,0.007400,-1.7500,0.000129,7.71,3.80
goe369-il,GOE 369 AIRFOIL,1000000,0.4000,6.087,1.5566,13.50,0.00919,-0.0592,0.006060,3.0000,0.000291,5.85,5.45
goe370-il,GOE 370 AIRFOIL,1000000,0.5177,5.546,1.2527,8.25,0.00675,-0.1092,0.005400,2.7500,0.000278,4.65,5.74
goe371-il,GOE 371 AIRFOIL,1000000,0.4636,5.892,1.4635,12.50,0.00738,-0.0915,0.006020,2.2500,0.000239,6.95,4.61
goe372-il,GOE 372 AIRFOIL,1000000,0.4425,5.573,1.2659,10.00,0.00649,-0.0988,0.004780,1.2500,0.000555,6.20,4.31
goe373-il,GOE 373 AIRFOIL,1000000,0.4856,6.013,1.4690,13.50,0.01208,-0.0940,0.008850,3.0000,0.000347,6.50,5.07
goe374-il,GOE 374 AIRFOIL,1000000,0.3849,5.919,1.3663,12.25,0.01153,-0.0595,0.007420,4.5000,0.000375,6.45,4.52
goe375-il,GOE 375 AIRFOIL,1000000,0.3678,6.025,1.4681,12.50,0.01201,-0.0522,0.006930,-2.2500,0.000070,6.50,4.48
goe376-il,GOE 376 AIRFOIL,1000000,0.4648,5.952,1.4591,12.25,0.01237,-0.0832,0.008360,5.0000,0.000389,6.60,4.95
goe377-il,GOE 377 AIRFOIL,1000000,0.3765,5.876,1.2972,11.75,0.00673,-0.0672,0.004930,1.0000,0.000231,6.45,3.89
goe379-il,GOE 379 AIRFOIL,1000000,0.4354,6.039,1.3212,11.50,0.00738,-0.0706,0.005970,2.0000,0.000327,6.45,5.24
goe380-il,GOE 380 AIRFOIL,1000000,0.4597,5.995,1.3716,11.00,0.00783,-0.0735,0.007140,3.5000,0.000341,6.55,5.60
goe381-il,GOE 381 AIRFOIL,1000000,0.5084,6.133,1.4790,12.75,0.00997,-0.0906,0.008350,1.7500,0.000307,6.38,5.76
goe382-il,GOE 382 AIRFOIL,1000000,0.5969,5.863,1.7681,15.00,0.00968,-0.1009,0.008840,2.5000,0.000141,20.03,6.03
goe383-il,GOE 383 AIRFOIL,1000000,0.4965,6.158,1.6481,16.00,0.00810,-0.0824,0.007780,0.7500,0.000099,20.18,4.98
goe384-il,GOE 384 AIRFOIL,1000000,0.6783,5.716,1.8487,15.75,0.00980,-0.1223,0.008980,2.0000,0.000162,19.56,6.85
goe385-il,GOE 385 AIRFOIL,1000000,0.3947,6.319,1.5062,12.75,0.00857,-0.0673,0.006000,2.0000,0.000214,9.89,4.14
goe386-il,GOE 386 AIRFOIL,1000000,0.5569,5.864,1.8056,17.25,0.00983,-0.1014,0.008990,3.5000,0.000156,20.26,5.44
goe387-il,GOE 387 AIRFOIL,1000000,0.5597,6.132,1.6726,15.50,0.00895,-0.0961,0.007280,2.2500,0.000131,14.85,5.52
goe388-il,GOE 388 AIRFOIL,1000000,0.4745,5.548,1.6277,12.75,0.01382,-0.1133,0.013280,-1.7500,0.000178,10.20,5.43
goe389-il,GOE 389 AIRFOIL,1000000,0.4399,6.079,1.4589,13.00,0.00732,-0.0889,0.006200,1.0000,0.000187,10.33,3.97
goe390-il,GOE 390 AIRFOIL,1000000,0.7150,5.538,1.8254,17.25,0.00983,-0.1343,0.009620,-1.0000,0.000089,20.31,6.90
goe391-il,GOE 391 AIRFOIL,1000000,0.3313,5.671,1.2159,9.75,0.00628,-0.0706,0.005020,1.5000,0.000338,5.10,3.21
goe392-il,GOE 392 AIRFOIL,1000000,0.5261,5.130,1.3226,9.75,0.00660,-0.1182,0.005710,1.0000,0.000524,10.15,4.84
goe393-il,GOE 393 AIRFOIL,1000000,0.2991,6.325,1.5189,13.75,0.00774,-0.0461,0.006600,4.0000,0.000197,6.08,4.21
goe394-il,GOE 394 AIRFOIL,1000000,0.5316,6.227,1.6288,12.25,0.00718,-0.1075,0.007170,0.2500,0.000135,6.11,5.88
goe395-il,GOE 395 AIRFOIL,1000000,0.6778,6.149,1.7054,14.25,0.00751,-0.1460,0.006950,3.2500,0.000260,6.11,6.98
goe396-il,GOE 396 AIRFOIL,1000000,0.5049,5.592,1.2833,9.50,0.00655,-0.1035,0.005470,2.2500,0.000690,4.70,5.77
goe397-il,GOE 397 AIRFOIL,1000000,0.3527,5.880,1.3005,11.00,0.00757,-0.0684,0.005080,2.5000,0.000411,5.10,3.96
goe398-il,GOE 398 AIRFOIL,1000000,0.5091,6.233,1.5542,16.50,0.00700,-0.0818,0.006600,0.7500,0.000103,13.85,4.85
goe399-il,GOE 399 AIRFOIL,1000000,0.4027,5.958,1.3830,13.25,0.00697,-0.0769,0.004980,1.2500,0.000209,6.90,4.22
goe400-il,GOE 400 AIRFOIL,1000000,0.4061,6.242,1.5507,13.50,0.00744,-0.0752,0.007310,0.2500,0.000127,6.12,4.89
goe401-il,GOE 401 AIRFOIL,1000000,0.4506,6.031,1.5273,13.75,0.00935,-0.0776,0.007260,3.7500,0.000238,7.10,4.86
goe402-il,GOE 402 AIRFOIL,1000000,0.4985,6.041,1.5174,11.75,0.01011,-0.0861,0.007580,3.7500,0.000324,6.80,5.73
goe403-il,GOE 403 AIRFOIL,1000000,0.4318,5.583,1.1757,8.25,0.00679,-0.0899,0.005390,1.2500,0.000291,6.65,4.32
goe404-il,GOE 404 AIRFOIL,1000000,0.4834,6.338,1.7463,15.25,0.00938,-0.0818,0.008220,3.5000,0.000113,13.19,4.96
goe405-il,GOE 405 AIRFOIL,1000000,0.6582,5.562,1.4631,12.50,0.00755,-0.1354,0.007200,3.0000,0.000248,11.10,6.54
goe406-il,GOE 406 AIRFOIL,1000000,0.5162,6.569,1.5575,14.50,0.00988,-0.0813,0.008960,1.2500,0.000120,11.69,5.53
goe407-il,GOE 407 AIRFOIL,1000000,0.4740,6.546,1.5142,14.50,0.00903,-0.0776,0.004960,-2.5000,0.000074,9.46,4.78
goe408-il,GOE 408 AIRFOIL,1000000,0.3754,6.997,1.4557,12.00,0.00820,-0.0657,0.007780,3.5000,0.000196,7.75,4.14
goe409-il,GOE 409 AIRFOIL,1000000,0.0020,5.429,1.3260,16.25,0.00581,0.0000,0.005740,-0.5000,0.000103,12.70,0.00
goe410-il,GOE 410 AIRFOIL,1000000,-0.0021,6.386,1.4337,16.00,0.00743,0.0000,0.007430,-0.2500,0.000059,16.10,0.00
goe411-il,GOE 411 AIRFOIL,1000000,0.0054,5.655,0.9605,9.50,0.00572,0.0000,0.005610,-1.0000,0.000275,13.20,0.00
goe412-il,GOE 412 AIRFOIL,1000000,0.5625,5.993,1.5716,16.00,0.00749,-0.1180,0.006080,1.5000,0.000176,13.13,5.10
goe413-il,GOE 413 AIRFOIL,1000000,0.5353,6.533,1.6208,15.75,0.00845,-0.1153,0.008190,2.5000,0.000213,16.35,4.65
goe414-il,GOE 414 AIRFOIL,1000000,0.5552,5.895,1.4143,11.75,0.00766,-0.1152,0.006980,1.2500,0.000219,13.61,5.25
goe415-il,GOE 415 AIRFOIL,1000000,0.3234,6.193,1.3497,11.75,0.00803,-0.0514,0.005660,0.7500,0.000224,8.47,3.66
goe416a-il,GOE 416A AIRFOIL,1000000,0.1718,6.377,1.3302,12.25,0.00660,-0.0386,0.005890,-2.2500,0.000092,11.66,1.33
goe417-il,GOE 417 AIRFOIL,1000000,0.5819,5.837,1.5610,13.25,0.01215,-0.1125,0.008180,4.2500,0.000345,6.00,6.13
goe417a-il,GOE 417A (GEW. PLATTE) AIRFOIL,1000000,0.5553,5.124,1.5615,12.75,0.01903,-0.1195,0.012890,5.7500,0.000294,3.20,5.90
goe418-il,GOE 418 AIRFOIL,1000000,0.4957,5.983,1.6668,14.50,0.00881,-0.0935,0.008290,4.2500,0.000113,12.70,5.08
goe419-il,GOE 419 AIRFOIL,1000000,0.4503,5.147,1.0919,8.25,0.00589,-0.0899,0.004320,0.2500,0.000725,5.30,4.40
goe420-il,GOE 420 AIRFOIL,1000000,0.4753,5.536,1.5004,17.25,0.00783,-0.1074,0.007810,-1.7500,0.000050,18.75,4.30
goe421-il,GOE 421 AIRFOIL,1000000,0.8603,4.924,1.7938,13.75,0.00959,-0.1866,0.008880,-3.7500,0.000098,19.01,8.11
goe422-il,GOE 422 AIRFOIL,1000000,0.7109,5.494,1.6226,15.00,0.00907,-0.1417,0.008260,1.5000,0.000211,17.07,6.51
goe423-il,GOE 423 AIRFOIL,1000000,0.5043,6.332,1.3794,18.00,0.00924,-0.1000,0.007590,1.7500,0.000261,16.94,5.06
goe424-il,GOE 424 AIRFOIL,1000000,0.4744,6.174,1.6024,14.25,0.00867,-0.0773,0.008470,2.0000,0.000086,19.93,4.78
goe425-il,GOE 425 AIRFOIL,1000000,0.4581,6.513,1.5668,13.00,0.00898,-0.0817,0.007350,2.7500,0.000123,16.02,4.54
goe426-il,GOE 426 AIRFOIL,1000000,0.4946,6.285,1.4700,13.50,0.00870,-0.0990,0.006780,2.5000,0.000176,13.60,4.55
goe427-il,GOE 427 AIRFOIL,1000000,0.5337,5.576,1.4262,10.50,0.00665,-0.1073,0.005880,1.7500,0.000332,4.60,5.70
goe428-il,GOE 428 AIRFOIL,1000000,0.5073,5.849,1.4156,12.25,0.00720,-0.0990,0.006020,1.5000,0.000232,7.90,5.22
goe429-il,GOE 429 AIRFOIL,1000000,-0.0072,6.606,1.4347,14.50,0.00617,0.0030,0.006170,0.0000,0.000119,11.38,0.19
goe430-il,GOE 430 AIRFOIL,1000000,0.6511,6.179,1.7227,14.75,0.00747,-0.1575,0.007350,-3.0000,0.000072,13.38,4.82
goe431-il,GOE 431 AIRFOIL,1000000,0.8299,5.220,1.7254,14.00,0.00749,-0.1994,0.007380,-0.5000,0.000139,11.80,7.22
goe432-il,GOE 432 AIRFOIL,1000000,0.4284,5.966,1.5322,13.75,0.00784,-0.0785,0.006090,1.2500,0.000140,7.70,4.33
goe433-il,GOE 433 AIRFOIL,1000000,0.6150,6.361,1.6373,15.25,0.00812,-0.1391,0.008020,1.0000,0.000191,17.42,4.85
goe434-il,GOE 434 AIRFOIL,1000000,0.6664,6.061,1.7442,17.25,0.00915,-0.1458,0.009100,-1.2500,0.000136,22.75,5.18
goe435-il,GOE 435 AIRFOIL,1000000,0.6118,6.093,1.7543,17.75,0.01118,-0.1334,0.010880,3.0000,0.000243,26.05,4.66
goe436-il,GOE 436 AIRFOIL,1000000,0.4023,6.108,1.5238,15.25,0.00820,-0.0732,0.006720,1.7500,0.000125,11.00,3.75
goe437-il,GOE 437 AIRFOIL,1000000,0.4657,5.808,1.3573,11.25,0.00692,-0.0924,0.005570,1.2500,0.000299,7.05,4.80
goe438-il,GOE 438 AIRFOIL,1000000,0.4054,6.087,1.5403,14.75,0.00821,-0.0739,0.006610,2.2500,0.000143,11.00,3.77
goe439-il,GOE 439 AIRFOIL,1000000,0.5019,5.875,1.4205,13.00,0.00714,-0.0978,0.005800,1.5000,0.000232,7.90,5.22
goe440-il,GOE 440 AIRFOIL,1000000,1.0980,3.941,1.5015,5.75,0.01156,-0.2356,0.011340,0.2500,0.000825,15.25,9.70
goe441-il,GOE 441 AIRFOIL,1000000,0.9519,6.205,2.0493,13.00,0.01046,-0.2021,0.010250,-2.2500,0.000049,15.99,7.72
goe442-il,GOE 442 AIRFOIL,1000000,0.4321,5.941,1.5360,14.00,0.00777,-0.0788,0.005980,1.2500,0.000140,7.70,4.33
goe443-il,GOE 443 AIRFOIL,1000000,-0.0035,6.786,0.7620,15.75,0.00354,0.0000,0.003440,-0.2500,0.000629,5.00,0.00
goe444-il,GOE 444 AIRFOIL,1000000,-0.0176,5.913,0.6541,7.75,0.00349,0.0000,0.003480,-0.2500,0.000982,5.60,0.00
goe445-il,GOE 445 AIRFOIL,1000000,-0.0122,6.002,0.6488,7.50,0.00344,0.0000,0.003440,0.0000,0.000884,6.40,0.00
goe446-il,GOE 446 AIRFOIL,1000000,0.7259,5.930,1.6388,15.00,0.00814,-0.1585,0.006690,2.2500,0.000235,12.88,6.33
goe447-il,GOE 447 AIRFOIL,1000000,0.8591,5.789,1.7118,12.00,0.00877,-0.1828,0.008010,4.0000,0.000212,12.69,8.01
goe448-il,GOE 448 AIRFOIL,1000000,1.0981,5.462,1.7984,9.25,0.01092,-0.2322,0.010310,-4.0000,0.000120,12.90,10.51
goe449-il,GOE 449 AIRFOIL,1000000,0.5475,5.399,1.5756,18.00,0.00735,-0.1068,0.006840,1.2500,0.000130,16.95,5.39
goe450-il,GOE 450 AIRFOIL,1000000,0.5603,6.009,1.6251,14.25,0.00753,-0.1218,0.005770,2.0000,0.000239,8.90,5.18
goe456-il,GOE 456 AIRFOIL,1000000,0.5299,5.428,1.3365,9.75,0.00647,-0.1164,0.005380,1.5000,0.000547,7.20,5.20
goe457-il,GOE 457 AIRFOIL,1000000,0.4569,5.835,1.4942,13.00,0.00789,-0.0873,0.006150,1.5000,0.000171,7.83,4.22
goe458-il,GOE 458 AIRFOIL,1000000,0.5280,5.425,1.2792,9.50,0.00647,-0.1158,0.005280,1.2500,0.000463,7.20,5.20
goe459-il,GOE 459 AIRFOIL,1000000,0.0080,6.137,1.2937,15.25,0.00548,0.0000,0.005480,0.0000,0.000098,12.70,0.00
goe460-il,GOE 460 AIRFOIL,1000000,-0.0029,4.263,1.2293,17.00,0.00753,0.0000,0.007530,-0.5000,0.000055,20.50,0.00
goe462-il,GOE 462 AIRFOIL,1000000,1.0858,6.192,1.8685,10.25,0.01688,-0.1956,0.016140,5.0000,0.000376,10.98,13.37
