alpha,beta,Fx,Fy,Fz,Mx,My,Mz,status,stage,score,wall_seconds,timestamp,case_dir,study_macro_file,macro_file,output_file,data_file,stdout_file,force_plot,completion_file,run_script,console_log,n_average,n_samples
-10.0,-20.0,4.6732,51.2856,249.2616,-17.4835,-143.7336,8.8912,ok,anchor_mirror,,1880.1393673419952,1778861689.973589,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\run_console.log,1.0,1.0
-10.0,-10.0,5.2544,26.7756,264.4331,-11.1262,-146.4664,3.1097,ok,anchor_mirror,,1920.426622390747,1778859809.8052018,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\run_console.log,1.0,1.0
-10.0,-5.0,2.9738,12.8791,264.811,-6.6089,-146.0611,1.5876,ok,anchor_mirror,,1835.7265589237213,1778857889.3520763,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\run_console.log,1.0,1.0
-10.0,0.0,1.9465,-0.0244,263.985,0.2119,-146.0924,-0.0228,ok,anchor,,1791.57728433609,1778856053.5863676,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0006_anchor_a-10.000_b+00.000\run_console.log,1.0,1.0
-10.0,5.0,2.9738,-12.8791,264.811,6.6089,-146.0611,-1.5876,ok,anchor,,1835.7265589237213,1778857889.3520763,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0007_anchor_a-10.000_b+05.000\run_console.log,1.0,1.0
-10.0,10.0,5.2544,-26.7756,264.4331,11.1262,-146.4664,-3.1097,ok,anchor,,1920.426622390747,1778859809.8052018,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0008_anchor_a-10.000_b+10.000\run_console.log,1.0,1.0
-10.0,20.0,4.6732,-51.2856,249.2616,17.4835,-143.7336,-8.8912,ok,anchor,,1880.1393673419952,1778861689.973589,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0009_anchor_a-10.000_b+20.000\run_console.log,1.0,1.0
-10.0,30.0,5.4691,-74.7678,223.2486,21.7826,-128.6984,-19.1736,ok,anchor,,1754.5854210853577,1778863444.58395,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0010_anchor_a-10.000_b+30.000\run_console.log,1.0,1.0
-9.977,-24.617,4.3975,61.7607,240.7604,-20.102,-137.994,14.399,ok,doe_mirror,,1676.2331240177157,1778989882.3591647,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\run_console.log,1.0,1.0
-9.977,24.617,4.3975,-61.7607,240.7604,20.102,-137.994,-14.399,ok,doe,,1676.2331240177157,1778989882.3591647,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0069_doe_a-09.977_b+24.617\run_console.log,1.0,1.0
-9.375,-4.427,4.9254,11.9469,248.3411,-3.8371,-142.5465,1.1361,ok,doe_mirror,,1640.4286587238312,1778988206.092916,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\run_console.log,1.0,1.0
-9.375,4.427,4.9254,-11.9469,248.3411,3.8371,-142.5465,-1.1361,ok,doe,,1640.4286587238312,1778988206.092916,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0068_doe_a-09.375_b+04.427\run_console.log,1.0,1.0
-7.593,-21.691,2.0235,57.0046,163.5465,-2.1509,-98.5251,6.5142,ok,doe_mirror,,1759.7263901233673,1778981494.6820512,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\run_console.log,1.0,1.0
-7.593,21.691,2.0235,-57.0046,163.5465,2.1509,-98.5251,-6.5142,ok,doe,,1759.7263901233673,1778981494.6820512,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0064_doe_a-07.593_b+21.691\run_console.log,1.0,1.0
-6.495,-6.348,-5.911,17.0992,116.2112,-1.107,-79.2936,0.4232,ok,doe_mirror,,1645.9223382472992,1778986565.6317272,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\run_console.log,1.0,1.0
-6.495,6.348,-5.911,-17.0992,116.2112,1.107,-79.2936,-0.4232,ok,doe,,1645.9223382472992,1778986565.6317272,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0067_doe_a-06.495_b+06.348\run_console.log,1.0,1.0
-5.0,-30.0,-4.2645,74.87,48.6883,3.9422,-33.3411,12.8522,ok,anchor_mirror,,1714.9526207447052,1778872052.0804362,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0015_anchor_a-05.000_b+30.000\run_console.log,1.0,1.0
-5.0,-20.0,-6.0223,51.795,54.709,2.4352,-35.2819,5.269,ok,anchor_mirror,,1675.3853597640991,1778870337.09333,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\run_console.log,1.0,1.0
-5.0,-10.0,-11.0073,27.102,41.9706,0.2118,-39.5639,0.7148,ok,anchor_mirror,,1678.9253280162811,1778868661.6179855,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\run_console.log,1.0,1.0
-5.0,-5.0,-12.8624,13.1694,36.2758,-0.4943,-38.7959,0.1686,ok,anchor_mirror,,1773.9164345264437,1778866982.648441,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\run_console.log,1.0,1.0
-5.0,0.0,-13.1731,-0.0674,33.9072,-0.0121,-38.1542,-0.3159,ok,anchor,,1764.0930318832395,1778865208.707159,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0011_anchor_a-05.000_b+00.000\run_console.log,1.0,1.0
-5.0,5.0,-12.8624,-13.1694,36.2758,0.4943,-38.7959,-0.1686,ok,anchor,,1773.9164345264437,1778866982.648441,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0012_anchor_a-05.000_b+05.000\run_console.log,1.0,1.0
-5.0,10.0,-11.0073,-27.102,41.9706,-0.2118,-39.5639,-0.7148,ok,anchor,,1678.9253280162811,1778868661.6179855,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0013_anchor_a-05.000_b+10.000\run_console.log,1.0,1.0
-5.0,20.0,-6.0223,-51.795,54.709,-2.4352,-35.2819,-5.269,ok,anchor,,1675.3853597640991,1778870337.09333,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000,F:\Project_Spearhead\AeroDB\v10\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\database.java,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.out,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\force.png,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\run.bat,F:\Project_Spearhead\AeroDB\v10\runs\v10\cases\0014_anchor_a-05.000_b+20.000\run_console.log,1.0,1.0
