alpha,beta,Fx,Fy,Fz,Mx,My,Mz,status,stage,score,wall_seconds,timestamp,case_dir,study_macro_file,macro_file,output_file,data_file,stdout_file,force_plot,completion_file,run_script,console_log,n_average,n_samples
-68.181,56.783,50.4024,-121.473,601.7705,233.8302,-247.6398,-67.1786,ok,infill,0.0326462979770285,164.3578040599823,1779311087.0443168,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0658_infill_a-68.181_b+56.783\run_console.log,1.0,1.0
-68.015,-51.899,58.5462,111.7432,684.7253,-258.5303,-274.9979,66.469,ok,infill_mirror,1.3788702527107,160.12728714942932,1779095073.518731,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\run_console.log,1.0,1.0
-68.015,51.899,58.5462,-111.7432,684.7253,258.5303,-274.9979,-66.469,ok,infill,1.3788702527107,160.12728714942932,1779095073.518731,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0209_infill_a-68.015_b+51.899\run_console.log,1.0,1.0
-67.927,-19.306,58.5207,18.2879,863.7898,-196.3228,-319.7971,14.603,ok,infill_mirror,0.8473190769464428,160.24859189987183,1779250698.0505664,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\run_console.log,1.0,1.0
-67.927,19.306,58.5207,-18.2879,863.7898,196.3228,-319.7971,-14.603,ok,infill,0.8473190769464428,160.24859189987183,1779250698.0505664,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0468_infill_a-67.927_b+19.306\run_console.log,1.0,1.0
-67.538,-11.849,58.987,4.6855,864.8196,-130.7264,-301.4691,8.1904,ok,infill_mirror,0.806246397373934,160.10538172721863,1779254841.1993313,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\run_console.log,1.0,1.0
-67.538,11.849,58.987,-4.6855,864.8196,130.7264,-301.4691,-8.1904,ok,infill,0.806246397373934,160.10538172721863,1779254841.1993313,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0491_infill_a-67.538_b+11.849\run_console.log,1.0,1.0
-67.003,-68.838,29.7673,119.1471,387.3715,-112.1014,-121.699,71.9178,ok,infill_mirror,0.0325311024014986,160.29439544677734,1779330720.289276,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\run_console.log,1.0,1.0
-67.003,68.838,29.7673,-119.1471,387.3715,112.1014,-121.699,-71.9178,ok,infill,0.0325311024014986,160.29439544677734,1779330720.289276,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0672_infill_a-67.003_b+68.838\run_console.log,1.0,1.0
-66.916,-39.226,57.7614,80.8767,824.6952,-318.4813,-339.225,47.4195,ok,infill_mirror,0.0307111292008308,160.0983383655548,1779340030.7432246,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\run_console.log,1.0,1.0
-66.916,39.226,57.7614,-80.8767,824.6952,318.4813,-339.225,-47.4195,ok,infill,0.0307111292008308,160.0983383655548,1779340030.7432246,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0718_infill_a-66.916_b+39.226\run_console.log,1.0,1.0
-66.429,-65.899,34.9611,123.7201,443.0366,-131.1102,-163.0947,73.9609,ok,infill_mirror,1.167725687777923,180.1150197982788,1779114808.7192242,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\run_console.log,1.0,1.0
-66.429,65.899,34.9611,-123.7201,443.0366,131.1102,-163.0947,-73.9609,ok,infill,1.167725687777923,180.1150197982788,1779114808.7192242,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0278_infill_a-66.429_b+65.899\run_console.log,1.0,1.0
-66.416,-75.573,21.1514,119.52,192.8613,-81.521,-59.2538,43.4081,ok,infill_mirror,1.441361110287796,160.18038845062256,1779092461.5017705,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\run_console.log,1.0,1.0
-66.416,75.573,21.1514,-119.52,192.8613,81.521,-59.2538,-43.4081,ok,infill,1.441361110287796,160.18038845062256,1779092461.5017705,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0193_infill_a-66.416_b+75.573\run_console.log,1.0,1.0
-66.395,-62.758,40.1906,124.6379,499.1138,-160.802,-201.1015,71.7424,ok,infill_mirror,0.0333636898809039,166.26819610595703,1779308557.095215,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\run_console.log,1.0,1.0
-66.395,62.758,40.1906,-124.6379,499.1138,160.802,-201.1015,-71.7424,ok,infill,0.0333636898809039,166.26819610595703,1779308557.095215,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0645_infill_a-66.395_b+62.758\run_console.log,1.0,1.0
-66.368,-2.694,57.9971,0.3488,858.8663,-28.7587,-281.3907,2.2689,ok,infill_mirror,0.9679034285560948,186.35679984092712,1779194362.8261185,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\run_console.log,1.0,1.0
-66.368,2.694,57.9971,-0.3488,858.8663,28.7587,-281.3907,-2.2689,ok,infill,0.9679034285560948,186.35679984092712,1779194362.8261185,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0353_infill_a-66.368_b+02.694\run_console.log,1.0,1.0
-66.335,-81.388,15.551,113.0122,71.7382,-36.2953,-23.2513,21.8944,ok,infill_mirror,0.0328495565296936,160.2287256717682,1779310299.4339807,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\run_console.log,1.0,1.0
-66.335,81.388,15.551,-113.0122,71.7382,36.2953,-23.2513,-21.8944,ok,infill,0.0328495565296936,160.2287256717682,1779310299.4339807,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0654_infill_a-66.335_b+81.388\run_console.log,1.0,1.0
-66.306,-32.417,56.2298,48.3169,869.4336,-318.9196,-349.0699,31.6654,ok,infill_mirror,0.8823715595325996,166.10666584968567,1779224212.5100155,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\run_console.log,1.0,1.0
-66.306,32.417,56.2298,-48.3169,869.4336,318.9196,-349.0699,-31.6654,ok,infill,0.8823715595325996,166.10666584968567,1779224212.5100155,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0420_infill_a-66.306_b+32.417\run_console.log,1.0,1.0
-66.268,-0.003,58.1686,-0.5641,859.5554,-0.1693,-281.02,-0.1407,ok,infill_mirror,0.0299051607916645,160.09711170196533,1779352323.9463916,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\run_console.log,1.0,1.0
-66.268,0.003,58.1686,0.5641,859.5554,0.1693,-281.02,0.1407,ok,infill,0.0299051607916645,160.09711170196533,1779352323.9463916,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0777_infill_a-66.268_b+00.003\run_console.log,1.0,1.0
