alpha,beta,Fx,Fy,Fz,Mx,My,Mz,status,stage,score,wall_seconds,timestamp,case_dir,study_macro_file,macro_file,output_file,data_file,stdout_file,force_plot,completion_file,run_script,console_log,n_average,n_samples
6.508,82.166,10.3585,-113.7121,-47.8567,-18.7673,1.6441,-9.6004,ok,infill,0.7240637957279317,170.28861618041992,1779269492.2720716,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0570_infill_a+06.508_b+82.166\run_console.log,1.0,1.0
6.524,-15.01,24.2884,41.0226,-537.6203,5.6921,267.5396,0.8433,ok,infill_mirror,0.9087086071802138,176.27591609954834,1779221508.3606925,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\run_console.log,1.0,1.0
6.524,15.01,24.2884,-41.0226,-537.6203,-5.6921,267.5396,-0.8433,ok,infill,0.9087086071802138,176.27591609954834,1779221508.3606925,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0405_infill_a+06.524_b+15.010\run_console.log,1.0,1.0
7.111,-52.945,20.5952,135.0402,-228.1484,-4.7567,101.2287,27.6939,ok,infill_mirror,0.0303120825031704,166.1066071987152,1779352540.614082,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\run_console.log,1.0,1.0
7.111,52.945,20.5952,-135.0402,-228.1484,4.7567,101.2287,-27.6939,ok,infill,0.0303120825031704,166.1066071987152,1779352540.614082,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0778_infill_a+07.111_b+52.945\run_console.log,1.0,1.0
8.0,-90.0,8.7646,105.293,-37.3231,3.6745,-14.0706,2.6111,ok,anchor_mirror,,160.20319247245789,1779074227.8341107,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\run_console.log,1.0,1.0
8.0,-60.0,25.2956,145.2673,-185.4753,-9.54,69.4866,32.1619,ok,anchor_mirror,,160.253484249115,1779074067.549018,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\run_console.log,1.0,1.0
8.0,-45.0,27.2327,116.8135,-323.8054,-3.2817,168.7305,25.4784,ok,anchor_mirror,,160.20014452934265,1779073907.2547953,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\run_console.log,1.0,1.0
8.0,-30.0,34.1166,78.8851,-481.2738,5.0685,254.2219,12.8365,ok,anchor_mirror,,160.23295497894287,1779073747.01835,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\run_console.log,1.0,1.0
8.0,-20.0,38.3499,53.84,-572.9176,6.9279,290.8517,3.1989,ok,anchor_mirror,,160.18523120880127,1779073586.7549582,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\run_console.log,1.0,1.0
8.0,-10.0,41.4417,27.1863,-632.1571,6.1753,314.5206,0.1985,ok,anchor_mirror,,160.15508317947388,1779073426.5331974,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\run_console.log,1.0,1.0
8.0,-5.0,42.6221,13.347,-648.3928,3.5203,321.5431,0.5096,ok,anchor_mirror,,160.18841910362244,1779073266.347253,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\run_console.log,1.0,1.0
8.0,0.0,44.1469,-0.0482,-655.0114,-0.7249,324.9068,-0.0984,ok,anchor,,160.1721909046173,1779073106.124311,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0073_anchor_a+08.000_b+00.000\run_console.log,1.0,1.0
8.0,5.0,42.6221,-13.347,-648.3928,-3.5203,321.5431,-0.5096,ok,anchor,,160.18841910362244,1779073266.347253,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0074_anchor_a+08.000_b+05.000\run_console.log,1.0,1.0
8.0,10.0,41.4417,-27.1863,-632.1571,-6.1753,314.5206,-0.1985,ok,anchor,,160.15508317947388,1779073426.5331974,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0075_anchor_a+08.000_b+10.000\run_console.log,1.0,1.0
8.0,20.0,38.3499,-53.84,-572.9176,-6.9279,290.8517,-3.1989,ok,anchor,,160.18523120880127,1779073586.7549582,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0076_anchor_a+08.000_b+20.000\run_console.log,1.0,1.0
8.0,30.0,34.1166,-78.8851,-481.2738,-5.0685,254.2219,-12.8365,ok,anchor,,160.23295497894287,1779073747.01835,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0077_anchor_a+08.000_b+30.000\run_console.log,1.0,1.0
8.0,45.0,27.2327,-116.8135,-323.8054,3.2817,168.7305,-25.4784,ok,anchor,,160.20014452934265,1779073907.2547953,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0078_anchor_a+08.000_b+45.000\run_console.log,1.0,1.0
8.0,60.0,25.2956,-145.2673,-185.4753,9.54,69.4866,-32.1619,ok,anchor,,160.253484249115,1779074067.549018,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0079_anchor_a+08.000_b+60.000\run_console.log,1.0,1.0
8.0,90.0,8.7646,-105.293,-37.3231,-3.6745,-14.0706,-2.6111,ok,anchor,,160.20319247245789,1779074227.8341107,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0080_anchor_a+08.000_b+90.000\run_console.log,1.0,1.0
8.249,-41.936,30.1095,107.2276,-363.385,-2.4115,194.286,23.6469,ok,infill_mirror,0.0338660578831254,160.20874905586243,1779300286.6764123,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\run_console.log,1.0,1.0
8.249,41.936,30.1095,-107.2276,-363.385,2.4115,194.286,-23.6469,ok,infill,0.0338660578831254,160.20874905586243,1779300286.6764123,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0602_infill_a+08.249_b+41.936\run_console.log,1.0,1.0
9.54,-85.323,10.0421,111.9708,-47.5976,13.012,-5.6913,6.819,ok,infill_mirror,0.9657801793620144,186.66893982887268,1779210961.4761617,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\run_console.log,1.0,1.0
9.54,85.323,10.0421,-111.9708,-47.5976,-13.012,-5.6913,-6.819,ok,infill,0.9657801793620144,186.66893982887268,1779210961.4761617,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0377_infill_a+09.540_b+85.323\run_console.log,1.0,1.0
9.61,-26.986,49.7653,70.161,-573.3814,7.6754,300.018,9.4434,ok,infill_mirror,0.0346627864637581,160.300475358963,1779302183.4040663,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986,F:\Project_Spearhead\AeroDB\v13\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\database.java,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\output.out,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\force.png,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\output.dat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\run_gpu.bat,F:\Project_Spearhead\AeroDB\v13\runs\cases\0612_infill_a+09.610_b+26.986\run_console.log,1.0,1.0
