subsystem,mode,eigenvalue_real,eigenvalue_imag,natural_frequency_rad_s,damping_ratio,time_constant_s
longitudinal,non-oscillatory,-22.46120813520531,0.0,22.46120813520531,1.0,0.04452120268778496
longitudinal,non-oscillatory,13.005731580460381,0.0,13.005731580460381,-1.0,0.07688917719187632
longitudinal,phugoid,-0.03510484233790384,0.6589514744810172,0.6598858959519257,0.05319835225037347,28.486098595015406
longitudinal,phugoid,-0.03510484233790384,-0.6589514744810172,0.6598858959519257,0.05319835225037347,28.486098595015406
lateral_directional,heading integrator,0.0,0.0,0.0,,
lateral_directional,roll subsidence,-33.9621032312415,0.0,33.9621032312415,1.0,0.029444583958513706
lateral_directional,yaw/directional-related,-9.836771256779686,0.0,9.836771256779686,1.0,0.1016593731719421
lateral_directional,spiral,0.11569405574158635,0.0,0.11569405574158635,-1.0,8.643486422790769
lateral_directional,yaw/directional-related,-0.1640145853250221,0.0,0.1640145853250221,1.0,6.097018737805142
